contrast_id	gene_id	gene_key	baseline_expression	spread_i	n_methods	gene_name	gene_start	gene_end	gene_length_bp	length_source	log10_gene_length	baseline_rank_pct	baseline_bin	head_indicator	time_bin
DT_vs_D_24h	ENSG00000132792_CTNNBL1	ENSG00000132792	4.725617031631022	0.457860135497151	6	CTNNBL1	37693949	37872129	178181	GTF gene span	5.250861391984317	0.5893148450244698	Non-head	0	Late
DT_vs_D_24h	ENSG00000132793_LPIN3	ENSG00000132793	5.051516231986488	1.2100835159219034	6	LPIN3	41340786	41360583	19798	GTF gene span	4.296621319916334	0.6398858075040783	Non-head	0	Late
DT_vs_D_24h	ENSG00000132801_ZSWIM3	ENSG00000132801	0.5881474481629072	0.3568583380930617	6	ZSWIM3	45857591	45879131	21541	GTF gene span	4.333265860726174	0.26543929154043344	Non-head	0	Late
DT_vs_D_24h	ENSG00000132819_RBM38	ENSG00000132819	3.4306183716485608	0.08618958689398205	6	RBM38	57391389	57409333	17945	GTF gene span	4.253943462669259	0.43323234677231415	Non-head	0	Late
DT_vs_D_24h	ENSG00000132821_VSTM2L	ENSG00000132821	7.6450462502778285	0.8637528312321313	6	VSTM2L	37902987	37945354	42368	GTF gene span	4.627037963423587	0.9543230016313213	Head	1	Late
DT_vs_D_24h	ENSG00000132823_OSER1	ENSG00000132823	5.894873231032175	0.6080786898340085	6	OSER1	44195939	44219957	24019	GTF gene span	4.3805549221542135	0.7748776508972267	Non-head	0	Late
DT_vs_D_24h	ENSG00000132824_SERINC3	ENSG00000132824	7.306168015948806	1.7029648685253016	6	SERINC3	44494494	44522110	27617	GTF gene span	4.441176499941076	0.935621067350268	Head	1	Late
DT_vs_D_24h	ENSG00000132825_PPP1R3D	ENSG00000132825	4.286648363898485	0.752255045258751	6	PPP1R3D	59936663	59940305	3643	GTF gene span	3.561459171241916	0.5276742018177581	Non-head	0	Late
DT_vs_D_24h	ENSG00000132837_DMGDH	ENSG00000132837	-2.8850740707764513	0.2078637294689838	6	DMGDH	78996960	79236038	239079	GTF gene span	5.378541430634163	0.04672570496387789	Non-head	0	Late
DT_vs_D_24h	ENSG00000132842_AP3B1	ENSG00000132842	6.450114277238743	0.6898782047823604	6	AP3B1	77991640	78294762	303123	GTF gene span	5.4816188904887575	0.8557445816825915	Non-head	0	Late
DT_vs_D_24h	ENSG00000132846_ZBED3	ENSG00000132846	3.4550630013417667	0.8002008295617443	6	ZBED3	77072072	77087361	15290	GTF gene span	4.18440748541232	0.4348636681426241	Non-head	0	Late
DT_vs_D_24h	ENSG00000132849_PATJ	ENSG00000132849	7.563893614284456	1.2772785386548395	6	PATJ	61742291	62180553	438263	GTF gene span	5.641734807240514	0.9510603588907015	Head	1	Late
DT_vs_D_24h	ENSG00000132854_KANK4	ENSG00000132854	2.081008959257115	0.7105864077868906	6	KANK4	62236165	62319434	83270	GTF gene span	4.920488564658298	0.34537403868562105	Non-head	0	Late
DT_vs_D_24h	ENSG00000132879_FBXO44	ENSG00000132879	3.6386441506993856	0.7164135291144467	6	FBXO44	11650618	11663327	12710	GTF gene span	4.1041455505540085	0.4519342810533675	Non-head	0	Late
DT_vs_D_24h	ENSG00000132881_CPLANE2	ENSG00000132881	1.021165215214353	0.06226082740355373	6	CPLANE2	16231692	16237214	5523	GTF gene span	3.742175043223677	0.288452575157306	Non-head	0	Late
DT_vs_D_24h	ENSG00000132906_CASP9	ENSG00000132906	2.353091618018106	0.10084783485309684	6	CASP9	15489724	15526534	36811	GTF gene span	4.565977615560844	0.35958983919832205	Non-head	0	Late
DT_vs_D_24h	ENSG00000132912_DCTN4	ENSG00000132912	6.404924905318211	1.7261880570148973	6	DCTN4	150706840	150759095	52256	GTF gene span	4.718136163056574	0.8499766954089956	Non-head	0	Late
DT_vs_D_24h	ENSG00000132932_ATP8A2	ENSG00000132932	-2.8945333402792706	0.3392909371159994	6	ATP8A2	25371897	26025851	653955	GTF gene span	5.81554786464831	0.04550221393614542	Non-head	0	Late
DT_vs_D_24h	ENSG00000132938_MTUS2	ENSG00000132938	-2.286241083636176	0.16666145949243344	6	MTUS2	28819906	29505947	686042	GTF gene span	5.836350704350898	0.0849452342111396	Non-head	0	Late
DT_vs_D_24h	ENSG00000132950_ZMYM5	ENSG00000132950	3.85952702394056	0.9616864128556857	6	ZMYM5	19823482	19864935	41454	GTF gene span	4.617566443067537	0.47587974831041713	Non-head	0	Late
DT_vs_D_24h	ENSG00000132952_USPL1	ENSG00000132952	4.740702083080796	0.1304254176675724	6	USPL1	30617693	30660770	43078	GTF gene span	4.634255531925697	0.5920531344674901	Non-head	0	Late
DT_vs_D_24h	ENSG00000132953_XPO4	ENSG00000132953	6.4250960848466185	0.49276954311271315	6	XPO4	20777329	20903048	125720	GTF gene span	5.099404372345543	0.8524819389419716	Non-head	0	Late
DT_vs_D_24h	ENSG00000132963_POMP	ENSG00000132963	5.626866471984621	1.236032884232607	6	POMP	28659040	28681317	22278	GTF gene span	4.347876199609803	0.7331624329993008	Non-head	0	Late
DT_vs_D_24h	ENSG00000132964_CDK8	ENSG00000132964	5.1554219453749095	0.721545267130015	6	CDK8	26253891	26420992	167102	GTF gene span	5.222981647881218	0.6575972966674435	Non-head	0	Late
DT_vs_D_24h	ENSG00000132970_WASF3	ENSG00000132970	2.9148443102954937	0.5209312088985052	6	WASF3	26557650	26688948	131299	GTF gene span	5.118261418426602	0.39303192728967606	Non-head	0	Late
DT_vs_D_24h	ENSG00000133019_CHRM3	ENSG00000133019	1.43345597811885	0.1631401169294939	6	CHRM3	239386513	239915452	528940	GTF gene span	5.72340641088816	0.30971801444884645	Non-head	0	Late
DT_vs_D_24h	ENSG00000133026_MYH10	ENSG00000133026	6.506021828189288	0.29531910448543436	6	MYH10	8474205	8632303	158099	GTF gene span	5.198929122962852	0.862794220461431	Non-head	0	Late
DT_vs_D_24h	ENSG00000133027_PEMT	ENSG00000133027	3.832664793577892	0.070924062775168	6	PEMT	17505559	17592105	86547	GTF gene span	4.937252018415612	0.47255884409228616	Non-head	0	Late
DT_vs_D_24h	ENSG00000133028_SCO1	ENSG00000133028	6.073566369410871	0.7418253613259534	6	SCO1	10672474	10698375	25902	GTF gene span	4.413333299039912	0.8019692379398742	Non-head	0	Late
DT_vs_D_24h	ENSG00000133030_MPRIP	ENSG00000133030	8.075662908239009	1.1304177402411015	6	MPRIP	17042381	17217679	175299	GTF gene span	5.243779438651008	0.9706362153344209	Head	1	Late
DT_vs_D_24h	ENSG00000133048_CHI3L1	ENSG00000133048	-3.80430689159692	1.3714439158603664	6	CHI3L1	203176896	203186800	9905	GTF gene span	3.995854479874566	0.01666278256816593	Non-head	0	Late
DT_vs_D_24h	ENSG00000133056_PIK3C2B	ENSG00000133056	5.7980109084847085	0.48836872055352787	6	PIK3C2B	204421803	204494858	73056	GTF gene span	4.863655889810142	0.7601957585644372	Non-head	0	Late
DT_vs_D_24h	ENSG00000133059_DSTYK	ENSG00000133059	5.128157974850941	0.5569482330903488	6	DSTYK	205142505	205211741	69237	GTF gene span	4.840338241877072	0.6532276858541133	Non-head	0	Late
DT_vs_D_24h	ENSG00000133065_SLC41A1	ENSG00000133065	4.69430377529328	0.2074433486375622	6	SLC41A1	205789091	205813767	24677	GTF gene span	4.392292361088971	0.5841295735259846	Non-head	0	Late
DT_vs_D_24h	ENSG00000133067_LGR6	ENSG00000133067	-4.09668853354319	1.5933981936081647	6	LGR6	202193692	202321660	127969	GTF gene span	5.107104776214251	0.011127942204614308	Non-head	0	Late
DT_vs_D_24h	ENSG00000133069_TMCC2	ENSG00000133069	-0.5711476985692744	0.11577650434869369	6	TMCC2	205227912	205285632	57721	GTF gene span	4.7613338465157025	0.20240037287345608	Non-head	0	Late
DT_vs_D_24h	ENSG00000133083_DCLK1	ENSG00000133083	-1.0021867498419024	0.1003825958388893	6	DCLK1	35768652	36132164	363513	GTF gene span	5.5605199467694995	0.17356094150547657	Non-head	0	Late
DT_vs_D_24h	ENSG00000133101_CCNA1	ENSG00000133101	2.2647800898589736	0.5645830938730733	6	CCNA1	36431511	36442959	11449	GTF gene span	4.0587675553704194	0.3551037054299697	Non-head	0	Late
DT_vs_D_24h	ENSG00000133103_COG6	ENSG00000133103	4.964116867021652	0.7994038715571564	6	COG6	39655627	39791666	136040	GTF gene span	5.133666623260685	0.6268352365415987	Non-head	0	Late
DT_vs_D_24h	ENSG00000133104_SPART	ENSG00000133104	6.038229034667139	0.6743809248684189	6	SPART	36301638	36370217	68580	GTF gene span	4.836197480778925	0.7967839664413889	Non-head	0	Late
DT_vs_D_24h	ENSG00000133106_EPSTI1	ENSG00000133106	2.5047558716649885	0.6610383996499378	6	EPSTI1	42886387	42992392	106006	GTF gene span	5.025330447275582	0.3676299230948497	Non-head	0	Late
DT_vs_D_24h	ENSG00000133111_RFXAP	ENSG00000133111	2.9581454785647594	0.21949087464305	6	RFXAP	36819188	36848169	28982	GTF gene span	4.462128352114906	0.3961780470752738	Non-head	0	Late
DT_vs_D_24h	ENSG00000133112_TPT1	ENSG00000133112	11.216116951054394	1.8543396653258362	6	TPT1	45320399	45341284	20886	GTF gene span	4.319855273667932	0.9987765089722676	Head	1	Late
DT_vs_D_24h	ENSG00000133114_GPALPP1	ENSG00000133114	4.683850754963968	0.3563214919680937	6	GPALPP1	44989529	45037669	48141	GTF gene span	4.682515107334342	0.5826730365882079	Non-head	0	Late
DT_vs_D_24h	ENSG00000133119_RFC3	ENSG00000133119	4.761555630965467	0.9492623757220934	6	RFC3	33818049	34031334	213286	GTF gene span	5.328962349484635	0.5952575157305989	Non-head	0	Late
DT_vs_D_24h	ENSG00000133121_STARD13	ENSG00000133121	6.753261818889763	0.4341590328085848	6	STARD13	33103137	33350685	247549	GTF gene span	5.3936611762931985	0.8911092985318108	Non-head	0	Late
DT_vs_D_24h	ENSG00000133131_MORC4	ENSG00000133131	3.518958937609814	0.4470964005946386	6	MORC4	106813871	107000260	186390	GTF gene span	5.270422608332778	0.4419133069214635	Non-head	0	Late
DT_vs_D_24h	ENSG00000133138_TBC1D8B	ENSG00000133138	3.340677198499696	0.0778488437991322	6	TBC1D8B	106802662	106876150	73489	GTF gene span	4.866222337766955	0.42495921696574224	Non-head	0	Late
DT_vs_D_24h	ENSG00000133142_TCEAL4	ENSG00000133142	5.137761433761674	0.9004215967999035	6	TCEAL4	103576231	103590355	14125	GTF gene span	4.149988456491476	0.6546259613143789	Non-head	0	Late
DT_vs_D_24h	ENSG00000133193_FAM104A	ENSG00000133193	4.829723110567325	0.73641997507111	6	VCF1	73207353	73236753	29401	GTF gene span	4.468362102082093	0.6047541365649033	Non-head	0	Late
DT_vs_D_24h	ENSG00000133195_SLC39A11	ENSG00000133195	5.044853764615133	0.5625408580018594	6	SLC39A11	72645947	73092723	446777	GTF gene span	5.650090807616827	0.6389536238639012	Non-head	0	Late
DT_vs_D_24h	ENSG00000133216_EPHB2	ENSG00000133216	0.1916975545431255	0.09328742148248487	6	EPHB2	22710798	22921500	210703	GTF gene span	5.32367071915898	0.24551386623164764	Non-head	0	Late
DT_vs_D_24h	ENSG00000133226_SRRM1	ENSG00000133226	7.329718852626643	0.9341196743914608	6	SRRM1	24631716	24673281	41566	GTF gene span	4.618738233274283	0.9374271731531112	Head	1	Late
DT_vs_D_24h	ENSG00000133243_BTBD2	ENSG00000133243	6.80524049829596	0.5758467935807418	6	BTBD2	1985438	2034881	49444	GTF gene span	4.694113597753438	0.8968771848054067	Non-head	0	Late
DT_vs_D_24h	ENSG00000133247_KMT5C	ENSG00000133247	3.470954172743995	1.3280482795790043	6	KMT5C	55339367	55348122	8756	GTF gene span	3.9423057528958942	0.43649498951293403	Non-head	0	Late
DT_vs_D_24h	ENSG00000133250_ZNF414	ENSG00000133250	2.492801775186042	0.16123676472863602	6	ZNF414	8509678	8514177	4500	GTF gene span	3.6532125137753435	0.36716383127476115	Non-head	0	Late
DT_vs_D_24h	ENSG00000133265_HSPBP1	ENSG00000133265	5.265072442248121	0.4843239370620347	6	HSPBP1	55262219	55280930	18712	GTF gene span	4.2721202088010966	0.673968771848054	Non-head	0	Late
DT_vs_D_24h	ENSG00000133275_CSNK1G2	ENSG00000133275	6.174488287337253	1.017984719202951	6	CSNK1G2	1940915	1981339	40425	GTF gene span	4.606650028578438	0.8175250524353298	Non-head	0	Late
DT_vs_D_24h	ENSG00000133302_SLF1	ENSG00000133302	4.191101059242893	0.4215645063674901	6	SLF1	94618054	94739436	121383	GTF gene span	5.084157866943747	0.5154975530179445	Non-head	0	Late
DT_vs_D_24h	ENSG00000133313_CNDP2	ENSG00000133313	7.54195856894938	0.2743698814653057	6	CNDP2	74494112	74523561	29450	GTF gene span	4.469085299123121	0.9500116522955022	Head	1	Late
DT_vs_D_24h	ENSG00000133315_MACROD1	ENSG00000133315	4.520253531319159	1.015310650122327	6	MACROD1	63998553	64166501	167949	GTF gene span	5.225177422314183	0.559310184106269	Non-head	0	Late
DT_vs_D_24h	ENSG00000133316_WDR74	ENSG00000133316	8.156593511454023	0.6895850005216291	6	WDR74	62832342	62842228	9887	GTF gene span	3.9950645341561417	0.9726171055697973	Head	1	Late
DT_vs_D_24h	ENSG00000133318_RTN3	ENSG00000133318	7.512131126545493	1.3303121956496655	6	RTN3	63681444	63759909	78466	GTF gene span	4.894681513929411	0.948147285015148	Head	1	Late
DT_vs_D_24h	ENSG00000133321_PLAAT4	ENSG00000133321	1.986207809594541	0.46343177154524406	6	PLAAT4	63529451	63549076	19626	GTF gene span	4.292831794508626	0.3396644138895362	Non-head	0	Late
DT_vs_D_24h	ENSG00000133328_PLAAT2	ENSG00000133328	1.328002615683244	0.5316892693113949	6	PLAAT2	63552770	63564157	11388	GTF gene span	4.056447458474917	0.30424143556280586	Non-head	0	Late
DT_vs_D_24h	ENSG00000133393_FOPNL	ENSG00000133393	5.444057846909481	0.9341419779286848	6	CEP20	15865719	15888644	22926	GTF gene span	4.360328288072052	0.7036238639011886	Non-head	0	Late
DT_vs_D_24h	ENSG00000133398_MED10	ENSG00000133398	3.55715619759492	0.7279170941298951	6	MED10	6357852	6378593	20742	GTF gene span	4.3168506299260505	0.44482638079701703	Non-head	0	Late
DT_vs_D_24h	ENSG00000133401_PDZD2	ENSG00000133401	6.131177494228	0.97122028757694	6	PDZD2	31638965	32110933	471969	GTF gene span	5.673913474119101	0.8117571661617339	Non-head	0	Late
DT_vs_D_24h	ENSG00000133422_MORC2	ENSG00000133422	5.841825519407927	1.2118200536236792	6	MORC2	30925130	30969662	44533	GTF gene span	4.648681952700499	0.7668958284782103	Non-head	0	Late
DT_vs_D_24h	ENSG00000133433_GSTT2B	ENSG00000133433	3.096174669548618	0.17079076006528304	6	GSTT2B	23957414	23961341	3928	GTF gene span	3.594171479114912	0.4056746679095782	Non-head	0	Late
DT_vs_D_24h	ENSG00000133460_SLC2A11	ENSG00000133460	3.543718312624076	1.336987775957414	6	SLC2A11	23856703	23886312	29610	GTF gene span	4.471438407389299	0.44418550454439526	Non-head	0	Late
DT_vs_D_24h	ENSG00000133466_C1QTNF6	ENSG00000133466	4.964625844402523	1.0831672506967016	6	C1QTNF6	37180166	37199385	19220	GTF gene span	4.2837533833325265	0.6270682824516429	Non-head	0	Late
DT_vs_D_24h	ENSG00000133477_FAM83F	ENSG00000133477	6.665573822343029	0.7441326168478135	6	FAM83F	39994917	40043534	48618	GTF gene span	4.686797089290757	0.882078769517595	Non-head	0	Late
DT_vs_D_24h	ENSG00000133597_ADCK2	ENSG00000133597	4.6654955313409525	0.1590813612766051	6	ADCK2	140672885	140696261	23377	GTF gene span	4.3687887768411136	0.5800512701002097	Non-head	0	Late
DT_vs_D_24h	ENSG00000133606_MKRN1	ENSG00000133606	6.67063755732846	1.3417879142053035	6	MKRN1	140453033	140479552	26520	GTF gene span	4.423573519732735	0.8827196457702168	Non-head	0	Late
DT_vs_D_24h	ENSG00000133612_AGAP3	ENSG00000133612	6.44802738244756	0.9683326003982173	6	AGAP3	151085831	151144450	58620	GTF gene span	4.7680458141024165	0.8555115357725472	Non-head	0	Late
DT_vs_D_24h	ENSG00000133619_KRBA1	ENSG00000133619	3.287612720435054	1.505995768461552	6	KRABD3	149714781	149734934	20154	GTF gene span	4.304361254225308	0.42175483570263345	Non-head	0	Late
DT_vs_D_24h	ENSG00000133627_ACTR3B	ENSG00000133627	3.5925490037789727	0.09542252141131047	6	ACTR3B	152759731	152855378	95648	GTF gene span	4.980675893359186	0.4480890235376369	Non-head	0	Late
DT_vs_D_24h	ENSG00000133639_BTG1	ENSG00000133639	8.724506691975563	1.9927525591891309	6	BTG1	92140278	92145854	5577	GTF gene span	3.746400644491561	0.9846189699370776	Head	1	Late
DT_vs_D_24h	ENSG00000133640_LRRIQ1	ENSG00000133640	-0.5399109162608526	0.12834714491037558	6	LRRIQ1	85036314	85264457	228144	GTF gene span	5.358209051670346	0.20362386390118853	Non-head	0	Late
DT_vs_D_24h	ENSG00000133641_C12orf29	ENSG00000133641	5.143338697375012	1.1810392711960205	6	RLIG1	88033846	88050160	16315	GTF gene span	4.212587078123894	0.655558144954556	Non-head	0	Late
DT_vs_D_24h	ENSG00000133657_ATP13A3	ENSG00000133657	7.547493631374784	0.6682625381702485	6	ATP13A3	194402672	194498364	95693	GTF gene span	4.980880170038476	0.9502446982055465	Head	1	Late
DT_vs_D_24h	ENSG00000133661_SFTPD	ENSG00000133661	3.3530796671317806	0.18722839669218094	6	SFTPD	79936423	79983996	47574	GTF gene span	4.677369668235016	0.42606618503845256	Non-head	0	Late
DT_vs_D_24h	ENSG00000133678_TMEM254	ENSG00000133678	3.968241313102079	1.052319846174099	6	TMEM254	80078641	80092862	14222	GTF gene span	4.152960674304249	0.48898858075040785	Non-head	0	Late
DT_vs_D_24h	ENSG00000133687_TMTC1	ENSG00000133687	7.349270775750703	1.3110108795802766	6	TMTC1	29500826	29784759	283934	GTF gene span	5.453217400726854	0.9390002330459101	Head	1	Late
DT_vs_D_24h	ENSG00000133703_KRAS	ENSG00000133703	6.034268588300137	1.0143712578815824	6	KRAS	25205246	25326473	121228	GTF gene span	5.083602940301065	0.7962596131437893	Non-head	0	Late
DT_vs_D_24h	ENSG00000133704_IPO8	ENSG00000133704	6.48821364333105	0.8121529563606628	6	IPO8	30628981	30695908	66928	GTF gene span	4.825607847236555	0.8601724539734328	Non-head	0	Late
DT_vs_D_24h	ENSG00000133706_LARS	ENSG00000133706	7.5675895587229185	0.08122269412197267	6	LARS1	146110566	146182696	72131	GTF gene span	4.85812195314489	0.9512351433232347	Head	1	Late
DT_vs_D_24h	ENSG00000133710_SPINK5	ENSG00000133710	-0.3249581458153848	0.35024884124989686	6	SPINK5	148025683	148141031	115349	GTF gene span	5.062013833825778	0.2167909578186903	Non-head	0	Late
DT_vs_D_24h	ENSG00000133731_IMPA1	ENSG00000133731	3.5037247204862267	0.6653274385027901	6	IMPA1	81656687	81686848	30162	GTF gene span	4.479460135611719	0.44034024702866464	Non-head	0	Late
DT_vs_D_24h	ENSG00000133739_LRRCC1	ENSG00000133739	4.334469813087339	0.9564402650970637	6	LRRCC1	85107079	85146402	39324	GTF gene span	4.594657687430001	0.5336168725238872	Non-head	0	Late
DT_vs_D_24h	ENSG00000133740_E2F5	ENSG00000133740	4.842705384461447	0.9159728004014712	6	E2F5	85177107	85217158	40052	GTF gene span	4.602624207493338	0.6070845956653461	Non-head	0	Late
DT_vs_D_24h	ENSG00000133773_CCDC59	ENSG00000133773	4.824929058447684	0.38973567290436106	6	CCDC59	82223681	82358805	135125	GTF gene span	5.130735706961366	0.6041715217897926	Non-head	0	Late
DT_vs_D_24h	ENSG00000133789_SWAP70	ENSG00000133789	5.856142238586678	1.4439794681423934	6	SWAP70	9664058	9753298	89241	GTF gene span	4.950564428174425	0.7691097646236309	Non-head	0	Late
DT_vs_D_24h	ENSG00000133794_ARNTL	ENSG00000133794	3.678452713888692	0.21315678468974103	6	BMAL1	13276647	13388048	111402	GTF gene span	5.04689298779612	0.4556047541365649	Non-head	0	Late
DT_vs_D_24h	ENSG00000133805_AMPD3	ENSG00000133805	3.401007538541327	0.23362889679743543	6	AMPD3	10308162	10507877	199716	GTF gene span	5.300412859229037	0.4302027499417385	Non-head	0	Late
DT_vs_D_24h	ENSG00000133812_SBF2	ENSG00000133812	6.451358951721323	0.17338471882056034	6	SBF2	9776776	10304877	528102	GTF gene span	5.722717812228732	0.8559193661151246	Non-head	0	Late
DT_vs_D_24h	ENSG00000133816_MICAL2	ENSG00000133816	5.942432989894902	0.5575121137077981	6	MICAL2	12094008	12362140	268133	GTF gene span	5.428350267306047	0.781752505243533	Non-head	0	Late
DT_vs_D_24h	ENSG00000133818_RRAS2	ENSG00000133818	5.844276414820254	1.2498249186382204	6	RRAS2	14277919	14364506	86588	GTF gene span	4.937457708473554	0.7673036588207877	Non-head	0	Late
DT_vs_D_24h	ENSG00000133835_HSD17B4	ENSG00000133835	6.580778820692112	1.4010671618507549	6	HSD17B4	119452465	119637199	184735	GTF gene span	5.266549184919647	0.8727569331158238	Non-head	0	Late
DT_vs_D_24h	ENSG00000133858_ZFC3H1	ENSG00000133858	7.192503870075955	1.6944159065591244	6	ZFC3H1	71606412	71667725	61314	GTF gene span	4.787559649535511	0.9288627359589839	Head	1	Late
DT_vs_D_24h	ENSG00000133872_SARAF	ENSG00000133872	6.948338907156447	1.1739496325473286	6	SARAF	30062853	30083331	20479	GTF gene span	4.311308746000808	0.9094034024702866	Head	1	Late
DT_vs_D_24h	ENSG00000133874_RNF122	ENSG00000133874	-0.699405618617752	0.08908517962837034	6	RNF122	33547754	33567170	19417	GTF gene span	4.288182130613658	0.19395245863435095	Non-head	0	Late
DT_vs_D_24h	ENSG00000133884_DPF2	ENSG00000133884	5.418272747027301	0.5256998056046034	6	DPF2	65333792	65354262	20471	GTF gene span	4.311139058288992	0.6991377301328362	Non-head	0	Late
DT_vs_D_24h	ENSG00000133895_MEN1	ENSG00000133895	5.656206627116748	0.915483653502634	6	MEN1	64803500	64811294	7795	GTF gene span	3.8918161195248606	0.7377068282451643	Non-head	0	Late
DT_vs_D_24h	ENSG00000133935_ERG28	ENSG00000133935	5.240498273737446	0.5289616943266076	6	ERG28	75648079	75661570	13492	GTF gene span	4.130076332517164	0.6702400372873456	Non-head	0	Late
DT_vs_D_24h	ENSG00000133943_DGLUCY	ENSG00000133943	3.8915083326926694	0.8972071495001668	6	DGLUCY	91060044	91226930	166887	GTF gene span	5.222422507750813	0.47984152878116987	Non-head	0	Late
DT_vs_D_24h	ENSG00000133958_UNC79	ENSG00000133958	-1.809803280591133	0.24157286373959397	6	UNC79	93333219	93710826	377608	GTF gene span	5.57704118668284	0.11955255185271499	Non-head	0	Late
DT_vs_D_24h	ENSG00000133961_NUMB	ENSG00000133961	6.421417419985055	0.400249565126574	6	NUMB	73274146	73466167	192022	GTF gene span	5.283350988762152	0.852015847121883	Non-head	0	Late
DT_vs_D_24h	ENSG00000133962_CATSPERB	ENSG00000133962	2.6201658672354524	1.5836583436763068	6	CATSPERB	91580696	91780707	200012	GTF gene span	5.301056052551196	0.37421347005360056	Non-head	0	Late
DT_vs_D_24h	ENSG00000133983_COX16	ENSG00000133983	5.0177701525977065	0.9834291948879016	6	COX16	70325081	70416984	91904	GTF gene span	4.963334413890169	0.6352248893031928	Non-head	0	Late
DT_vs_D_24h	ENSG00000133985_TTC9	ENSG00000133985	5.963339133073926	1.262741826531642	6	TTC9	70641492	70682242	40751	GTF gene span	4.6101382704785285	0.7849568865066419	Non-head	0	Late
DT_vs_D_24h	ENSG00000133997_MED6	ENSG00000133997	3.894722708384116	0.09032450347964005	6	MED6	70581253	70600690	19438	GTF gene span	4.288651577789465	0.4804241435562806	Non-head	0	Late
DT_vs_D_24h	ENSG00000134001_EIF2S1	ENSG00000134001	6.732305909514821	1.3005397373858214	6	EIF2S1	67359993	67394395	34403	GTF gene span	4.536596315438891	0.8889536238639012	Non-head	0	Late
DT_vs_D_24h	ENSG00000134007_ADAM20	ENSG00000134007	-0.8909976560609948	0.4077146864492493	6	ADAM20	70522358	70535015	12658	GTF gene span	4.102365091338528	0.18148450244698205	Non-head	0	Late
DT_vs_D_24h	ENSG00000134013_LOXL2	ENSG00000134013	3.57534403697524	0.7446753814587052	6	LOXL2	23296897	23425328	128432	GTF gene span	5.108673245632698	0.4462246562572827	Non-head	0	Late
DT_vs_D_24h	ENSG00000134014_ELP3	ENSG00000134014	5.3989598393235525	0.6795674540357635	6	ELP3	28089673	28191156	101484	GTF gene span	5.006397576638889	0.6958168259147052	Non-head	0	Late
DT_vs_D_24h	ENSG00000134030_CTIF	ENSG00000134030	5.755704949066054	0.7414229529846518	6	CTIF	48539005	48863217	324213	GTF gene span	5.51083042480945	0.753320904218131	Non-head	0	Late
DT_vs_D_24h	ENSG00000134046_MBD2	ENSG00000134046	6.512787032048854	0.7037639685251857	6	MBD2	54151606	54224787	73182	GTF gene span	4.864404274200805	0.8638429270566301	Non-head	0	Late
DT_vs_D_24h	ENSG00000134049_IER3IP1	ENSG00000134049	5.500539875095788	1.3285138011645965	6	IER3IP1	47152834	47176381	23548	GTF gene span	4.371954027140132	0.7124213470053601	Non-head	0	Late
DT_vs_D_24h	ENSG00000134056_MRPS36	ENSG00000134056	4.410256207564052	1.1087451372221846	6	KGD4	69217712	69231410	13699	GTF gene span	4.136688865672258	0.5441039384758798	Non-head	0	Late
DT_vs_D_24h	ENSG00000134057_CCNB1	ENSG00000134057	7.400648800892824	0.8368367427905431	6	CCNB1	69167004	69178389	11386	GTF gene span	4.056371179475529	0.9417967839664414	Head	1	Late
DT_vs_D_24h	ENSG00000134058_CDK7	ENSG00000134058	5.278226747613218	1.6527599304141378	6	CDK7	69234550	69277495	42946	GTF gene span	4.6329227197661975	0.6757748776508973	Non-head	0	Late
DT_vs_D_24h	ENSG00000134061_CD180	ENSG00000134061	2.282765743150972	0.6987627456028697	6	CD180	67179613	67196799	17187	GTF gene span	4.235200076969275	0.35615241202516895	Non-head	0	Late
DT_vs_D_24h	ENSG00000134070_IRAK2	ENSG00000134070	1.5363987087234616	0.3042000347669522	6	IRAK2	10164862	10243756	78895	GTF gene span	4.89704948050705	0.31560242367746444	Non-head	0	Late
DT_vs_D_24h	ENSG00000134072_CAMK1	ENSG00000134072	0.8175002484630586	0.07807168077117715	6	CAMK1	9757341	9770606	13266	GTF gene span	4.122739992962358	0.27814029363784665	Non-head	0	Late
DT_vs_D_24h	ENSG00000134077_THUMPD3	ENSG00000134077	4.9861220887332625	0.5922537955932192	6	THUMPD3	9362967	9389323	26357	GTF gene span	4.420895976574812	0.630447448147285	Non-head	0	Late
DT_vs_D_24h	ENSG00000134086_VHL	ENSG00000134086	5.402168371502836	0.4866531465058014	6	VHL	10141764	10153676	11913	GTF gene span	4.076021141783546	0.6964577021673269	Non-head	0	Late
DT_vs_D_24h	ENSG00000134107_BHLHE40	ENSG00000134107	6.406296396339535	0.5566807822308432	6	BHLHE40	4978715	4985323	6609	GTF gene span	3.82013575187043	0.8500932183640177	Non-head	0	Late
DT_vs_D_24h	ENSG00000134108_ARL8B	ENSG00000134108	6.0420940009284205	1.227874861282369	6	ARL8B	5122231	5180916	58686	GTF gene span	4.768534509289877	0.7974248426940107	Non-head	0	Late
DT_vs_D_24h	ENSG00000134109_EDEM1	ENSG00000134109	5.927585673646158	0.4135372486022578	6	EDEM1	5187542	5219963	32422	GTF gene span	4.510839801449361	0.7795968305756233	Non-head	0	Late
DT_vs_D_24h	ENSG00000134138_MEIS2	ENSG00000134138	4.625973454937608	0.4513891937860802	6	MEIS2	36889204	37102646	213443	GTF gene span	5.329281916407601	0.574399906781636	Non-head	0	Late
