gene_key	gene_name	gene_start	gene_end	gene_length_bp	length_source	log10_gene_length
ENSG00000140941	MAP1LC3B	87383953	87405090	21138	GTF gene span	4.325063893564886
ENSG00000140943	MBTPS1	84052703	84116966	64264	GTF gene span	4.8079677539553485
ENSG00000140945	CDH13	82626965	83800640	1173676	GTF gene span	6.06954822397084
ENSG00000140948	ZCCHC14	87406246	87493030	86785	GTF gene span	4.938444667801203
ENSG00000140950	MEAK7	84476345	84565284	88940	GTF gene span	4.949097125112916
ENSG00000140955	ADAD2	84191113	84197168	6056	GTF gene span	3.7821858664920165
ENSG00000140961	OSGIN1	83931311	83966333	35023	GTF gene span	4.54435334413586
ENSG00000140968	IRF8	85899116	85922606	23491	GTF gene span	4.370901504867769
ENSG00000140983	RHOT2	668081	674174	6094	GTF gene span	3.784902449886655
ENSG00000140986	RPL3L	1943791	1957606	13816	GTF gene span	4.140382324559402
ENSG00000140987	ZSCAN32	3382081	3401483	19403	GTF gene span	4.28786888367856
ENSG00000140988	RPS2	1961987	1965510	3524	GTF gene span	3.54703589974001
ENSG00000140990	NDUFB10	1959500	1962105	2606	GTF gene span	3.415974411376566
ENSG00000140992	PDPK1	2537969	2603190	65222	GTF gene span	4.814394112097142
ENSG00000140993	TIGD7	3298390	3305729	7340	GTF gene span	3.8656960599160706
ENSG00000140995	DEF8	89948014	89968079	20066	GTF gene span	4.302460807910379
ENSG00000141002	TCF25	89873214	89913627	40414	GTF gene span	4.606531837128014
ENSG00000141012	GALNS	88813733	88857832	44100	GTF gene span	4.644438589467838
ENSG00000141013	DRC4	90019629	90045369	25741	GTF gene span	4.410625414598125
ENSG00000141026	MED9	17476981	17494484	17504	GTF gene span	4.243137304653337
ENSG00000141027	NCOR1	16029065	16218185	189121	GTF gene span	5.276739755591462
ENSG00000141028	CDRT15P1	14024514	14025488	975	GTF gene span	2.989004615698537
ENSG00000141030	COPS3	17244686	17281311	36626	GTF gene span	4.5637894910701
ENSG00000141034	GID4	18039371	18068405	29035	GTF gene span	4.462921830369343
ENSG00000141040	ZNF287	16546954	16569218	22265	GTF gene span	4.347622699467242
ENSG00000141052	MYOCD	12665890	12768949	103060	GTF gene span	5.013090138125056
ENSG00000141068	KSR1	27456036	27626438	170403	GTF gene span	5.231477236392987
ENSG00000141076	UTP4	69131291	69231130	99840	GTF gene span	4.999304572338349
ENSG00000141084	RANBP10	67723070	67806563	83494	GTF gene span	4.921655267573228
ENSG00000141086	CTRL	67927640	67932365	4726	GTF gene span	3.6744937172963503
ENSG00000141096	DPEP3	67975661	67980554	4894	GTF gene span	3.6896639650157703
ENSG00000141098	GFOD2	67674527	67719352	44826	GTF gene span	4.651529986792784
ENSG00000141101	NOB1	69741871	69754943	13073	GTF gene span	4.116375261179705
ENSG00000141127	PRPSAP2	18840085	18931287	91203	GTF gene span	4.960009124096149
ENSG00000141161	UNC45B	35146495	35189346	42852	GTF gene span	4.631971096240407
ENSG00000141179	PCTP	55750964	55854857	103894	GTF gene span	5.016590467267158
ENSG00000141194	OR4D1	58148384	58159585	11202	GTF gene span	4.049295568332722
ENSG00000141198	TOM1L1	54899387	54963841	64455	GTF gene span	4.809256612739585
ENSG00000141200	KIF2B	53822927	53825193	2267	GTF gene span	3.3554515201265174
ENSG00000141219	MTNAP1	73232233	73248962	16730	GTF gene span	4.223495940962395
ENSG00000141232	TOB1	50861311	50867978	6668	GTF gene span	3.8239955911559678
ENSG00000141252	VPS53	508503	721717	213215	GTF gene span	5.3288177547076
ENSG00000141255	SPATA22	3440011	3513852	73842	GTF gene span	4.868303450981031
ENSG00000141258	SGSM2	2337488	2381058	43571	GTF gene span	4.639197527562518
ENSG00000141279	NPEPPS	47522942	47624707	101766	GTF gene span	5.007602704535406
ENSG00000141293	SKAP1	48133433	48430275	296843	GTF gene span	5.472526812072192
ENSG00000141294	LRRC46	47831634	47837719	6086	GTF gene span	3.7843319480221482
ENSG00000141295	SCRN2	47837683	47842125	4443	GTF gene span	3.6476763132408707
ENSG00000141298	SSH2	29625938	29930276	304339	GTF gene span	5.483357609274065
ENSG00000141314	RHBDL3	32265787	32338568	72782	GTF gene span	4.862023985532019
ENSG00000141316	SPACA3	32970376	32997877	27502	GTF gene span	4.439364277735001
ENSG00000141337	ARSG	68259170	68422731	163562	GTF gene span	5.213682412371742
ENSG00000141338	ABCA8	68866052	68955470	89419	GTF gene span	4.951429808711276
ENSG00000141349	G6PC3	44070620	44094678	24059	GTF gene span	4.3812775721514825
ENSG00000141367	CLTC	59619606	59696956	77351	GTF gene span	4.888465932665956
ENSG00000141371	CHCT1	60392429	60431426	38998	GTF gene span	4.5910423349435225
ENSG00000141376	BCAS3	60677453	61392838	715386	GTF gene span	5.85454043681625
ENSG00000141378	PTRH2	59674636	59707638	33003	GTF gene span	4.518553419399928
ENSG00000141380	SS18	26016253	26091217	74965	GTF gene span	4.874858545328918
ENSG00000141384	TAF4B	26226386	26391685	165300	GTF gene span	5.218272853571447
ENSG00000141385	AFG3L2	12328871	12377473	48603	GTF gene span	4.686663076736263
ENSG00000141391	PRELID3A	12407896	12432254	24359	GTF gene span	4.386659455414194
ENSG00000141401	IMPA2	11981025	12032177	51153	GTF gene span	4.708871109118355
ENSG00000141404	GNAL	11689243	11885685	196443	GTF gene span	5.29323655788421
ENSG00000141424	SLC39A6	36108531	36129827	21297	GTF gene span	4.328318430893823
ENSG00000141425	RPRD1A	35982919	36067651	84733	GTF gene span	4.9280525830194275
ENSG00000141428	RMP24	35972600	36010346	37747	GTF gene span	4.576882441124978
ENSG00000141429	GALNT1	35580892	35713370	132479	GTF gene span	5.122147041239408
ENSG00000141431	ASXL3	33578219	33751195	172977	GTF gene span	5.237988360717603
ENSG00000141433	ADCYAP1	904398	912172	7775	GTF gene span	3.890700397698875
ENSG00000141434	MEP1B	32185069	32222605	37537	GTF gene span	4.574459560360227
ENSG00000141437	SLC25A52	31759584	31760880	1297	GTF gene span	3.11293997608408
ENSG00000141441	GAREM1	32124875	32470882	346008	GTF gene span	5.539086140167603
ENSG00000141446	ESCO1	21529041	21600966	71926	GTF gene span	4.85688590867794
ENSG00000141447	OSBPL1A	24162045	24397908	235864	GTF gene span	5.372661659433942
ENSG00000141448	GATA6	22168837	22204154	35318	GTF gene span	4.547996102222725
ENSG00000141449	GREB1L	21242200	21526112	283913	GTF gene span	5.453185278749898
ENSG00000141452	RMC1	23503460	23533181	29722	GTF gene span	4.4730780298442365
ENSG00000141456	PELP1	4669774	4704337	34564	GTF gene span	4.538623996463229
ENSG00000141458	NPC1	23506184	23586969	80786	GTF gene span	4.907336105210838
ENSG00000141469	SLC14A1	45687025	45752521	65497	GTF gene span	4.816221408185926
ENSG00000141480	ARRB2	4710393	4721500	11108	GTF gene span	4.04563587107822
ENSG00000141485	SLC13A5	6684715	6713377	28663	GTF gene span	4.457321643676834
ENSG00000141497	ZMYND15	4739108	4746119	7012	GTF gene span	3.8458419074217574
ENSG00000141499	WRAP53	7686071	7703505	17435	GTF gene span	4.241421951711995
ENSG00000141503	MINK1	4833147	4898065	64919	GTF gene span	4.812371821415643
ENSG00000141504	SAT2	7626234	7627879	1646	GTF gene span	3.216429830876251
ENSG00000141505	ASGR1	7172427	7179666	7240	GTF gene span	3.859738566197147
ENSG00000141506	PIK3R5	8878911	8966008	87098	GTF gene span	4.94000818257441
ENSG00000141510	TP53	7661779	7687546	25768	GTF gene span	4.411080711811635
ENSG00000141519	CCDC40	80036000	80100613	64614	GTF gene span	4.810326627345007
ENSG00000141522	ARHGDIA	81867719	81871378	3660	GTF gene span	3.5634810853944106
ENSG00000141524	TMC6	78107397	78132579	25183	GTF gene span	4.401107465479456
ENSG00000141526	SLC16A3	82217878	82261176	43299	GTF gene span	4.636477866341889
ENSG00000141527	CARD14	80169992	80216073	46082	GTF gene span	4.663531319592994
ENSG00000141540	TTYH2	74213499	74262022	48524	GTF gene span	4.685956594056136
ENSG00000141542	RAB40B	82654543	82698734	44192	GTF gene span	4.645343656898537
ENSG00000141543	EIF4A3	80132700	80147151	14452	GTF gene span	4.159927952895985
ENSG00000141551	CSNK1D	82239023	82273730	34708	GTF gene span	4.5404295887797685
ENSG00000141552	ANAPC11	81890669	81900991	10323	GTF gene span	4.013805927340592
ENSG00000141556	TBCD	82751845	82945918	194074	GTF gene span	5.287967357063455
ENSG00000141560	FN3KRP	82716693	82730873	14181	GTF gene span	4.151706857022576
ENSG00000141562	NARF	82458180	82490542	32363	GTF gene span	4.5100487732324535
ENSG00000141564	RPTOR	80544819	80966371	421553	GTF gene span	5.624852184323819
ENSG00000141568	FOXK2	82519248	82644662	125415	GTF gene span	5.098349482488648
ENSG00000141569	TRIM65	75879538	75897018	17481	GTF gene span	4.242566272809812
ENSG00000141570	CBX8	79792132	79801683	9552	GTF gene span	3.980094313785294
ENSG00000141574	SECTM1	82321024	82335518	14495	GTF gene span	4.161218219691016
ENSG00000141576	RNF157	76142460	76240662	98203	GTF gene span	4.992124755236488
ENSG00000141577	CEP131	81189583	81223014	33432	GTF gene span	4.52416235813557
ENSG00000141579	ZNF750	82829434	82840030	10597	GTF gene span	4.025182934335449
ENSG00000141580	WDR45B	82614562	82648553	33992	GTF gene span	4.531376718081458
ENSG00000141582	CBX4	79833156	79839486	6331	GTF gene span	3.801472313521471
ENSG00000141622	ARK2C	46326809	46463140	136332	GTF gene span	5.134597805888114
ENSG00000141627	DYM	49036387	49461347	424961	GTF gene span	5.628349075316256
ENSG00000141639	MAPK4	50559451	50731830	172380	GTF gene span	5.236486876375591
ENSG00000141642	ELAC1	50967989	51000735	32747	GTF gene span	4.51517151980495
ENSG00000141644	MBD1	50266743	50281846	15104	GTF gene span	4.179091976953994
ENSG00000141646	SMAD4	51028528	51085045	56518	GTF gene span	4.752186785088552
ENSG00000141655	TNFRSF11A	62325086	62391288	66203	GTF gene span	4.820877670012586
ENSG00000141664	ZCCHC2	62522994	62587709	64716	GTF gene span	4.811011666335787
ENSG00000141665	FBXO15	74073344	74147867	74524	GTF gene span	4.872296157164975
ENSG00000141668	CBLN2	72533698	72638521	104824	GTF gene span	5.020460728012849
ENSG00000141682	PMAIP1	59899644	59904305	4662	GTF gene span	3.668572269184558
ENSG00000141696	P3H4	41801944	41812750	10807	GTF gene span	4.033705151467852
ENSG00000141698	NT5C3B	41823972	41836271	12300	GTF gene span	4.089905111439398
ENSG00000141699	RETREG3	42579508	42610623	31116	GTF gene span	4.492983762816976
ENSG00000141736	ERBB2	39687914	39730426	42513	GTF gene span	4.62852175275528
ENSG00000141738	GRB7	39737490	39747292	9803	GTF gene span	3.9913590026379504
ENSG00000141741	MIEN1	39728496	39730555	2060	GTF gene span	3.3138672203691533
ENSG00000141744	PNMT	39667981	39670484	2504	GTF gene span	3.398634324538392
ENSG00000141748	ARL5C	39156894	39167484	10591	GTF gene span	4.024936968037443
ENSG00000141750	STAC2	39210540	39225945	15406	GTF gene span	4.187689893525184
ENSG00000141753	IGFBP4	40442913	40460822	17910	GTF gene span	4.253095585849032
ENSG00000141756	FKBP10	41812079	41823221	11143	GTF gene span	4.047002130518505
ENSG00000141759	TXNL4A	79970691	80033949	63259	GTF gene span	4.801122322294934
ENSG00000141837	CACNA1A	13206442	13624489	418048	GTF gene span	5.621226150048518
ENSG00000141854	MISP3	14072108	14075062	2955	GTF gene span	3.4705574852172743
ENSG00000141858	SAMD1	14086762	14091036	4275	GTF gene span	3.6309361190641916
ENSG00000141867	BRD4	15235519	15332547	97029	GTF gene span	4.986901555479249
ENSG00000141873	SLC39A3	2732204	2740071	7868	GTF gene span	3.8958643512472992
ENSG00000141905	NFIC	3314403	3469217	154815	GTF gene span	5.189813037106744
ENSG00000141933	TPGS1	507488	520846	13359	GTF gene span	4.125773949850886
ENSG00000141934	PLPP2	278504	291421	12918	GTF gene span	4.111195280207131
ENSG00000141946	ZIM3	57134096	57145202	11107	GTF gene span	4.0455967718675785
ENSG00000141956	PRDM15	41798225	41879482	81258	GTF gene span	4.909866128848712
ENSG00000141959	PFKL	44300017	44327377	27361	GTF gene span	4.43713196609433
ENSG00000141965	FEM1A	4791734	4801273	9540	GTF gene span	3.979548374704095
ENSG00000141968	VAV1	6772676	6857366	84691	GTF gene span	4.9278372608854495
ENSG00000141971	MVB12A	17405722	17436364	30643	GTF gene span	4.486331281184666
ENSG00000141977	CIB3	16161368	16173525	12158	GTF gene span	4.084862139048422
ENSG00000141979	ENSG00000141979	16479067	16628204	149138	GTF gene span	5.173588314731648
ENSG00000141985	SH3GL1	4360367	4400573	40207	GTF gene span	4.604301669918352
ENSG00000141994	DUS3L	5784832	5791225	6394	GTF gene span	3.8057726319356693
ENSG00000142002	DPP9	4674341	4724673	50333	GTF gene span	4.701852816441587
ENSG00000142025	DMRTC2	41844743	41852333	7591	GTF gene span	3.8802989914257524
ENSG00000142039	CCDC97	41310149	41334014	23866	GTF gene span	4.377779636287982
ENSG00000142046	TMEM91	41350885	41384742	33858	GTF gene span	4.529661300653685
ENSG00000142065	ZFP14	36334453	36379208	44756	GTF gene span	4.650851265176372
ENSG00000142082	SIRT3	215026	236931	21906	GTF gene span	4.340563083333371
ENSG00000142089	IFITM3	309010	329475	20466	GTF gene span	4.311032969791041
ENSG00000142102	PGGHG	289078	297510	8433	GTF gene span	3.925982100327103
ENSG00000142149	HUNK	31872805	32044633	171829	GTF gene span	5.23509646262159
ENSG00000142156	COL6A1	45981727	46005050	23324	GTF gene span	4.3678030327490065
ENSG00000142163	OR1E3	3116427	3117374	948	GTF gene span	2.976808337338066
ENSG00000142166	IFNAR1	33324387	33359864	35478	GTF gene span	4.549959129382749
ENSG00000142168	SOD1	31659617	31668931	9315	GTF gene span	3.9691828592322613
ENSG00000142173	COL6A2	46096722	46132851	36130	GTF gene span	4.557867961568022
ENSG00000142178	SIK1	43414483	43427137	12655	GTF gene span	4.1022621494942735
ENSG00000142182	DNMT3L	44246339	44262216	15878	GTF gene span	4.200795797608367
ENSG00000142185	TRPM2	44350072	44445246	95175	GTF gene span	4.978522885486405
ENSG00000142186	SCYL1	65525044	65538711	13668	GTF gene span	4.135704970126725
ENSG00000142188	TMEM50B	33432190	33480004	47815	GTF gene span	4.679564160112239
ENSG00000142192	APP	25880535	26171128	290594	GTF gene span	5.463286643018464
ENSG00000142197	DOP1B	36156758	36294275	137518	GTF gene span	5.138359547541126
ENSG00000142207	URB1	32311018	32393042	82025	GTF gene span	4.9139462390580855
ENSG00000142208	AKT1	104769348	104799934	30587	GTF gene span	4.485536883086751
ENSG00000142224	IL19	206770764	206842981	72218	GTF gene span	4.858645456937789
ENSG00000142227	EMP3	48321310	48330560	9251	GTF gene span	3.966188680956137
ENSG00000142230	SAE1	47113274	47210636	97363	GTF gene span	4.988393947138329
ENSG00000142233	NTN5	48661407	48673081	11675	GTF gene span	4.06725688923815
ENSG00000142235	LMTK3	48485271	48513935	28665	GTF gene span	4.457351946110694
ENSG00000142252	GEMIN7	45075575	45091518	15944	GTF gene span	4.202597285692431
ENSG00000142273	CBLC	44777845	44802301	24457	GTF gene span	4.388403183552636
ENSG00000142279	WTIP	34481682	34512304	30623	GTF gene span	4.486047734357825
ENSG00000142303	ADAMTS10	8580240	8610846	30607	GTF gene span	4.485820763530826
ENSG00000142319	SLC6A3	1392794	1445514	52721	GTF gene span	4.721983639263554
ENSG00000142327	RNPEPL1	240565804	240581372	15569	GTF gene span	4.192260718642044
ENSG00000142330	CAPN10	240586366	240618845	32480	GTF gene span	4.511616020569138
ENSG00000142347	MYO1F	8517463	8577473	60011	GTF gene span	4.778230863740991
ENSG00000142396	ERVK3-1	58305347	58316812	11466	GTF gene span	4.059411937438656
ENSG00000142405	NLRP12	53792139	53824403	32265	GTF gene span	4.508731669443144
ENSG00000142408	CACNG8	53962937	53990215	27279	GTF gene span	4.435828445806947
ENSG00000142409	ZNF787	56087366	56121534	34169	GTF gene span	4.533632268794755
ENSG00000142444	TIMM29	10928716	10933535	4820	GTF gene span	3.6830470382388496
ENSG00000142449	FBN3	8065402	8149693	84292	GTF gene span	4.925786358483314
ENSG00000142453	CARM1	10871447	10923081	51635	GTF gene span	4.712944181356935
ENSG00000142459	EVI5L	7830182	7864980	34799	GTF gene span	4.5415667640407795
ENSG00000142484	TM4SF5	4771835	4783220	11386	GTF gene span	4.056371179475529
ENSG00000142494	SLC47A1	19495385	19579044	83660	GTF gene span	4.922517860244612
ENSG00000142507	PSMB6	4796144	4798503	2360	GTF gene span	3.3729120029701067
ENSG00000142511	GPR32	50770464	50771732	1269	GTF gene span	3.103461622094705
ENSG00000142512	SIGLEC10	51410020	51417858	7839	GTF gene span	3.894260664446988
ENSG00000142513	ACP4	50790415	50795219	4805	GTF gene span	3.681693392004564
ENSG00000142515	KLK3	50854915	50860767	5853	GTF gene span	3.7673785241141804
ENSG00000142528	ZNF473	50025714	50053414	27701	GTF gene span	4.442495447282601
ENSG00000142530	GARIN5A	50466785	50476866	10082	GTF gene span	4.003546693102132
ENSG00000142534	RPS11	49496233	49499903	3671	GTF gene span	3.564784384503987
ENSG00000142538	PTH2	49422419	49423660	1242	GTF gene span	3.0941215958405612
ENSG00000142539	ENSG00000142539	50415799	50428409	12611	GTF gene span	4.10074952568986
ENSG00000142541	RPL13A	49487510	49493057	5548	GTF gene span	3.7441364524012473
ENSG00000142544	CTU1	51095343	51108426	13084	GTF gene span	4.116740535452944
ENSG00000142546	NOSIP	49555207	49592927	37721	GTF gene span	4.576583197552172
ENSG00000142549	IGLON5	51311639	51330891	19253	GTF gene span	4.2844984108280455
ENSG00000142552	RCN3	49526534	49579703	53170	GTF gene span	4.725666660314179
ENSG00000142556	ZNF614	52012765	52030240	17476	GTF gene span	4.242442036037531
ENSG00000142583	SLC2A5	9035106	9088478	53373	GTF gene span	4.727321614398654
ENSG00000142599	RERE	8352397	8848921	496525	GTF gene span	5.6959411200795556
ENSG00000142606	MMEL1	2590639	2633019	42381	GTF gene span	4.6271711998820475
ENSG00000142609	CFAP74	1921951	2003837	81887	GTF gene span	4.91321496065671
ENSG00000142611	PRDM16	3069003	3438621	369619	GTF gene span	5.56775428771871
ENSG00000142615	CELA2A	15456728	15472093	15366	GTF gene span	4.186560828852073
ENSG00000142619	PADI3	17249093	17284233	35141	GTF gene span	4.545814115961283
ENSG00000142621	FHAD1	15236521	15400283	163763	GTF gene span	5.214215785635835
ENSG00000142623	PADI1	17205120	17246007	40888	GTF gene span	4.61159586794718
ENSG00000142627	EPHA2	16124337	16156141	31805	GTF gene span	4.502495399912551
ENSG00000142632	ARHGEF19	16197854	16212893	15040	GTF gene span	4.177247836255623
ENSG00000142634	EFHD2	15409572	15430343	20772	GTF gene span	4.317478313923019
ENSG00000142655	PEX14	10472288	10630758	158471	GTF gene span	5.199949798463565
ENSG00000142657	PGD	10398592	10420511	21920	GTF gene span	4.340840549812332
ENSG00000142661	MYOM3	24054822	24112190	57369	GTF gene span	4.758677279754029
ENSG00000142669	SH3BGRL3	26279128	26281522	2395	GTF gene span	3.379305517750582
ENSG00000142675	CNKSR1	26177459	26189886	12428	GTF gene span	4.0944012445829365
ENSG00000142676	RPL11	23691685	23698426	6742	GTF gene span	3.828788748184953
ENSG00000142677	IL22RA1	24119769	24143301	23533	GTF gene span	4.371677294808662
ENSG00000142684	ZNF593	26169892	26170873	982	GTF gene span	2.9921114877869495
ENSG00000142686	C1orf216	35713875	35718894	5020	GTF gene span	3.7007037171450192
ENSG00000142687	KIAA0319L	35393883	35557950	164068	GTF gene span	5.215023884047505
ENSG00000142694	EVA1B	36322030	36324154	2125	GTF gene span	3.3273589343863303
ENSG00000142698	C1orf94	34166883	34219131	52249	GTF gene span	4.718077982847438
ENSG00000142700	DMRTA2	50417550	50423473	5924	GTF gene span	3.772615049849171
ENSG00000142731	PLK4	127880890	127899224	18335	GTF gene span	4.2632809142966215
ENSG00000142733	MAP3K6	27355179	27366986	11808	GTF gene span	4.072176344478966
ENSG00000142748	FCN3	27369108	27374920	5813	GTF gene span	3.764400322956388
ENSG00000142751	GPN2	26876132	26890283	14152	GTF gene span	4.1508178199016665
ENSG00000142765	SYTL1	27342009	27353937	11929	GTF gene span	4.076604038583611
ENSG00000142784	WDTC1	27233776	27308715	74940	GTF gene span	4.8747136887577796
ENSG00000142789	CELA3A	22001657	22012542	10886	GTF gene span	4.036868329981055
ENSG00000142794	NBPF3	21439853	21485005	45153	GTF gene span	4.654686610467077
ENSG00000142798	HSPG2	21820593	21937318	116726	GTF gene span	5.067167603250704
ENSG00000142856	ITGB3BP	63320884	63593721	272838	GTF gene span	5.435904857337093
ENSG00000142864	SERBP1	67406389	67430418	24030	GTF gene span	4.3807537708039
ENSG00000142867	BCL10	85265776	85276640	10865	GTF gene span	4.036029730656543
ENSG00000142871	CCN1	85580116	85584589	4474	GTF gene span	3.6506959797606107
ENSG00000142875	PRKACB	84077949	84239680	161732	GTF gene span	5.208795957126381
ENSG00000142892	PIGK	77088981	77219508	130528	GTF gene span	5.115703683637
ENSG00000142910	TINAGL1	31576357	31587691	11335	GTF gene span	4.054421524462536
ENSG00000142920	AZIN2	33081104	33123492	42389	GTF gene span	4.627253171236667
ENSG00000142937	RPS8	44775251	44779124	3874	GTF gene span	3.588159616383092
ENSG00000142945	KIF2C	44739810	44767767	27958	GTF gene span	4.446506100548941
ENSG00000142949	PTPRF	43525086	43626579	101494	GTF gene span	5.006440368910195
ENSG00000142959	BEST4	44781836	44791550	9715	GTF gene span	3.9874428049358013
ENSG00000142961	MOB3C	46607707	46616889	9183	GTF gene span	3.962984584316997
ENSG00000142973	CYP4B1	46757838	46870221	112384	GTF gene span	5.050704485553971
ENSG00000143001	TMEM61	54886833	54992296	105464	GTF gene span	5.023104239070011
ENSG00000143006	DMRTB1	53459391	53467488	8098	GTF gene span	3.9083777724323947
ENSG00000143013	LMO4	87328428	87348923	20496	GTF gene span	4.311669112400611
ENSG00000143028	SYPL2	109466529	109482142	15614	GTF gene span	4.193514175028669
ENSG00000143032	BARHL2	90711527	90717955	6429	GTF gene span	3.8081434257614912
ENSG00000143033	MTF2	93079235	93139871	60637	GTF gene span	4.782737706547561
ENSG00000143036	SLC44A3	94820278	94895246	74969	GTF gene span	4.874881717897221
ENSG00000143061	IGSF3	116574393	116667820	93428	GTF gene span	4.970477052066524
ENSG00000143067	ZNF697	119619377	119648454	29078	GTF gene span	4.463564532213337
ENSG00000143079	CTTNBP2NL	112396198	112463456	67259	GTF gene span	4.827750405980246
ENSG00000143093	STRIP1	110031577	110074641	43065	GTF gene span	4.6341244515521876
ENSG00000143105	KCNA10	110517217	110519175	1959	GTF gene span	3.2920344359947364
ENSG00000143106	PSMA5	109399042	109426471	27430	GTF gene span	4.438225807604529
ENSG00000143107	FNDC7	108712903	108746052	33150	GTF gene span	4.5204835327407915
ENSG00000143110	C1orf162	111473754	111478513	4760	GTF gene span	3.677606952720493
ENSG00000143119	CD53	110871170	110899936	28767	GTF gene span	4.4588945733474095
ENSG00000143125	PROK1	110451058	110457358	6301	GTF gene span	3.799409479615127
ENSG00000143126	CELSR2	109249539	109275751	26213	GTF gene span	4.418516727504681
ENSG00000143127	ITGA10	145891206	145910111	18906	GTF gene span	4.276599653557644
ENSG00000143147	GPR161	168079542	168137685	58144	GTF gene span	4.76450490562794
ENSG00000143149	ALDH9A1	165662216	165698599	36384	GTF gene span	4.560910443007641
ENSG00000143153	ATP1B1	169105697	169311254	205558	GTF gene span	5.3129343835160086
ENSG00000143155	TIPRL	168178820	168202114	23295	GTF gene span	4.36726271478424
ENSG00000143156	NME7	169132528	169367975	235448	GTF gene span	5.371895005703979
ENSG00000143157	POGK	166839314	166863955	24642	GTF gene span	4.391675953237296
ENSG00000143158	MPC2	167916675	167937515	20841	GTF gene span	4.318918553594018
ENSG00000143162	CREG1	167527807	167553822	26016	GTF gene span	4.415240523913974
ENSG00000143164	DCAF6	167935783	168076846	141064	GTF gene span	5.1494161945043135
ENSG00000143167	GPA33	167048289	167166479	118191	GTF gene span	5.072584407178476
ENSG00000143171	RXRG	165400922	165445355	44434	GTF gene span	4.647715410691554
ENSG00000143178	TBX19	168280877	168314426	33550	GTF gene span	4.525692524505011
ENSG00000143179	UCK2	165827491	165911618	84128	GTF gene span	4.924940564426269
ENSG00000143183	TMCO1	165723729	165827755	104027	GTF gene span	5.017146074194512
ENSG00000143184	XCL1	168576596	168582069	5474	GTF gene span	3.738304793074105
ENSG00000143185	XCL2	168540765	168544113	3349	GTF gene span	3.524915147539867
ENSG00000143190	POU2F1	167220855	167427345	206491	GTF gene span	5.314901127491131
ENSG00000143194	MAEL	166975582	167022214	46633	GTF gene span	4.668693355440256
ENSG00000143195	ILDR2	166895711	166975626	79916	GTF gene span	4.902633738213397
ENSG00000143196	DPT	168695246	168729207	33962	GTF gene span	4.53099325764341
ENSG00000143198	MGST3	165630847	165662097	31251	GTF gene span	4.494863918881161
ENSG00000143199	ADCY10	167809098	167914215	105118	GTF gene span	5.021677089304492
ENSG00000143207	COP1	175943861	176207523	263663	GTF gene span	5.421049189242592
ENSG00000143217	NECTIN4	161070988	161090045	19058	GTF gene span	4.2800773226119455
ENSG00000143222	UFC1	161152776	161159368	6593	GTF gene span	3.819083075743703
ENSG00000143224	PPOX	161165837	161178576	12740	GTF gene span	4.105169427999332
ENSG00000143226	FCGR2A	161505415	161524013	18599	GTF gene span	4.269489594424535
ENSG00000143228	NUF2	163266576	163355766	89191	GTF gene span	4.95032103321541
ENSG00000143248	RGS5	163111121	163321791	210671	GTF gene span	5.323604756743418
ENSG00000143252	SDHC	161314352	161363774	49423	GTF gene span	4.69392910375125
ENSG00000143256	PFDN2	161100556	161118070	17515	GTF gene span	4.243410141653711
ENSG00000143257	NR1I3	161228775	161238276	9502	GTF gene span	3.977815026083187
ENSG00000143258	USP21	161159450	161165723	6274	GTF gene span	3.7975445143617264
ENSG00000143278	F13B	197038737	197067267	28531	GTF gene span	4.455316993769621
ENSG00000143294	PRCC	156750610	156800818	50209	GTF gene span	4.700781571726732
ENSG00000143297	FCRL5	157513377	157552515	39139	GTF gene span	4.5926097252558105
ENSG00000143303	METTL25B	156728442	156736960	8519	GTF gene span	3.9303886182443217
ENSG00000143314	MRPL24	156737292	156741590	4299	GTF gene span	3.633367445117007
ENSG00000143315	PIGM	160024953	160031990	7038	GTF gene span	3.8474492624991727
ENSG00000143318	CASQ1	160190212	160201886	11675	GTF gene span	4.06725688923815
ENSG00000143319	ISG20L2	156720651	156728836	8186	GTF gene span	3.9130717403092508
ENSG00000143320	CRABP2	156699592	156708094	8503	GTF gene span	3.92957217907655
ENSG00000143321	HDGF	156742109	156766925	24817	GTF gene span	4.394749280700504
ENSG00000143322	ABL2	179099330	179229684	130355	GTF gene span	5.115127693968204
ENSG00000143324	XPR1	180632006	180890279	258274	GTF gene span	5.41208068869416
ENSG00000143333	RGS16	182598623	182604394	5772	GTF gene span	3.7613263224214566
ENSG00000143337	TOR1AIP1	179882042	179921442	39401	GTF gene span	4.595507244388281
ENSG00000143340	FAM163A	179742877	179817055	74179	GTF gene span	4.870280974349706
ENSG00000143341	HMCN1	185734371	186190949	456579	GTF gene span	5.659515932572844
ENSG00000143344	RGL1	183636066	183928532	292467	GTF gene span	5.466076870327877
ENSG00000143353	LYPLAL1	219173821	219327124	153304	GTF gene span	5.1855534865912585
ENSG00000143355	LHX9	197911902	197935478	23577	GTF gene span	4.3724885434930245
ENSG00000143363	PRUNE1	151008408	151035714	27307	GTF gene span	4.436273990326049
ENSG00000143365	RORC	151806021	151831845	25825	GTF gene span	4.412040330191658
ENSG00000143367	TUFT1	151540305	151583583	43279	GTF gene span	4.636277217452043
ENSG00000143368	SF3B4	149923317	149928268	4952	GTF gene span	3.6947806360120614
ENSG00000143369	ECM1	150507989	150515000	7012	GTF gene span	3.8458419074217574
