gene,gene_symbol,auc_DOX@24h,fdr_DOX@24h,auc_DOX@4h,fdr_DOX@4h,baseline_mean,region,is_DDR
ENSG00000225383_SFTA1P,SFTA1P,1,0.09595375723,0.46875,1,0.9407446084,tail,False
ENSG00000029534_ANK1,ANK1,1,0.09595375723,0.46875,1,1.336920635,tail,False
ENSG00000256671_LIMS4,LIMS4,1,0.09595375723,0.46875,1,2.077291567,tail,False
ENSG00000000460_C1orf112,C1orf112,1,0.09595375723,0.5,1,8.332291345,mid,False
ENSG00000004660_CAMKK1,CAMKK1,1,0.09595375723,0.5,1,9.271458267,mid,False
ENSG00000004975_DVL2,DVL2,1,0.09595375723,0.5,1,9.728781431,mid,False
ENSG00000005001_PRSS22,PRSS22,1,0.09595375723,0.5,1,7.50868493,mid,False
ENSG00000007384_RHBDF1,RHBDF1,1,0.09595375723,0.5,1,9.578416279,mid,False
ENSG00000008130_NADK,NADK,1,0.09595375723,0.5,1,10.18491755,mid,False
ENSG00000008838_MED24,MED24,1,0.09595375723,0.5,1,10.35474783,mid,False
ENSG00000010319_SEMA3G,SEMA3G,1,0.09595375723,0.5,1,3.515946341,mid,False
ENSG00000010322_NISCH,NISCH,1,0.09595375723,0.5,1,10.05957464,mid,False
ENSG00000012048_BRCA1,BRCA1,1,0.09595375723,0.5,1,9.658743456,mid,True
ENSG00000014914_MTMR11,MTMR11,1,0.09595375723,0.5,1,6.729527693,mid,False
ENSG00000018625_ATP1A2,ATP1A2,1,0.09595375723,0.5,1,2.14956835,tail,False
ENSG00000032444_PNPLA6,PNPLA6,1,0.09595375723,0.5,1,10.94670704,mid,False
ENSG00000036672_USP2,USP2,1,0.09595375723,0.5,1,7.547499873,mid,False
ENSG00000038219_BOD1L1,BOD1L1,1,0.09595375723,0.5,1,11.44619835,mid,False
ENSG00000054179_ENTPD2,ENTPD2,1,0.09595375723,0.5,1,6.897279651,mid,False
ENSG00000054654_SYNE2,SYNE2,1,0.09595375723,0.5,1,12.67112761,head,False
ENSG00000059122_FLYWCH1,FLYWCH1,1,0.09595375723,0.5,1,9.10419548,mid,False
ENSG00000059145_UNKL,UNKL,1,0.09595375723,0.5,1,8.262585062,mid,False
ENSG00000061936_SFSWAP,SFSWAP,1,0.09595375723,0.5,1,10.22207003,mid,False
ENSG00000063169_BICRA,BICRA,1,0.09595375723,0.5,1,8.738759615,mid,False
ENSG00000063176_SPHK2,SPHK2,1,0.09595375723,0.5,1,7.780787196,mid,False
ENSG00000065361_ERBB3,ERBB3,1,0.09595375723,0.5,1,11.40222082,mid,False
ENSG00000065618_COL17A1,COL17A1,1,0.09595375723,0.5,1,11.84848902,head,False
ENSG00000066923_STAG3,STAG3,1,0.09595375723,0.5,1,3.636587061,mid,False
ENSG00000067177_PHKA1,PHKA1,1,0.09595375723,0.5,1,10.28975968,mid,False
ENSG00000068308_OTUD5,OTUD5,1,0.09595375723,0.5,1,10.04294173,mid,False
ENSG00000068724_TTC7A,TTC7A,1,0.09595375723,0.5,1,10.89761652,mid,False
ENSG00000072121_ZFYVE26,ZFYVE26,1,0.09595375723,0.5,1,10.0323203,mid,False
ENSG00000072135_PTPN18,PTPN18,1,0.09595375723,0.5,1,10.64898331,mid,False
ENSG00000073350_LLGL2,LLGL2,1,0.09595375723,0.5,1,11.67744561,head,False
ENSG00000075275_CELSR1,CELSR1,1,0.09595375723,0.5,1,12.54840584,head,False
ENSG00000075426_FOSL2,FOSL2,1,0.09595375723,0.5,1,12.91745227,head,False
ENSG00000076201_PTPN23,PTPN23,1,0.09595375723,0.5,1,10.78186883,mid,False
ENSG00000076382_SPAG5,SPAG5,1,0.09595375723,0.5,1,9.631871102,mid,False
ENSG00000076826_CAMSAP3,CAMSAP3,1,0.09595375723,0.5,1,10.55937101,mid,False
ENSG00000076984_MAP2K7,MAP2K7,1,0.09595375723,0.5,1,10.32037169,mid,False
ENSG00000077454_LRCH4,LRCH4,1,0.09595375723,0.5,1,10.00559026,mid,False
ENSG00000078487_ZCWPW1,ZCWPW1,1,0.09595375723,0.5,1,4.658845244,mid,False
ENSG00000079134_THOC1,THOC1,1,0.09595375723,0.5,1,9.455684301,mid,False
ENSG00000080839_RBL1,RBL1,1,0.09595375723,0.5,1,8.817618816,mid,False
ENSG00000080986_NDC80,NDC80,1,0.09595375723,0.5,1,8.242443191,mid,False
ENSG00000082641_NFE2L1,NFE2L1,1,0.09595375723,0.5,1,12.98062868,head,False
ENSG00000086544_ITPKC,ITPKC,1,0.09595375723,0.5,1,9.991418986,mid,False
ENSG00000087258_GNAO1,GNAO1,1,0.09595375723,0.5,1,6.114742128,mid,False
ENSG00000088387_DOCK9,DOCK9,1,0.09595375723,0.5,1,11.01918505,mid,False
ENSG00000088854_C20orf194,C20orf194,1,0.09595375723,0.5,1,7.754079051,mid,False
ENSG00000090674_MCOLN1,MCOLN1,1,0.09595375723,0.5,1,8.053599895,mid,False
ENSG00000090905_TNRC6A,TNRC6A,1,0.09595375723,0.5,1,10.85990431,mid,False
ENSG00000091073_DTX2,DTX2,1,0.09595375723,0.5,1,9.906122537,mid,False
ENSG00000091136_LAMB1,LAMB1,1,0.09595375723,0.5,1,12.05713789,head,False
ENSG00000092439_TRPM7,TRPM7,1,0.09595375723,0.5,1,11.50917298,head,False
ENSG00000092929_UNC13D,UNC13D,1,0.09595375723,0.5,1,9.40072361,mid,False
ENSG00000092931_MFSD11,MFSD11,1,0.09595375723,0.5,1,8.895235396,mid,False
ENSG00000094914_AAAS,AAAS,1,0.09595375723,0.5,1,9.793297656,mid,False
ENSG00000099860_GADD45B,GADD45B,1,0.09595375723,0.5,1,9.427076596,mid,False
ENSG00000100033_PRODH,PRODH,1,0.09595375723,0.5,1,5.952881593,mid,False
ENSG00000100239_PPP6R2,PPP6R2,1,0.09595375723,0.5,1,10.06371368,mid,False
ENSG00000100242_SUN2,SUN2,1,0.09595375723,0.5,1,11.99482312,head,False
ENSG00000100296_THOC5,THOC5,1,0.09595375723,0.5,1,9.755243069,mid,False
ENSG00000100441_KHNYN,KHNYN,1,0.09595375723,0.5,1,11.17218272,mid,False
ENSG00000100503_NIN,NIN,1,0.09595375723,0.5,1,10.88924867,mid,False
ENSG00000100629_CEP128,CEP128,1,0.09595375723,0.5,1,7.554952904,mid,False
ENSG00000100722_ZC3H14,ZC3H14,1,0.09595375723,0.5,1,11.25701265,mid,False
ENSG00000100796_PPP4R3A,PPP4R3A,1,0.09595375723,0.5,1,10.92839489,mid,False
ENSG00000100813_ACIN1,ACIN1,1,0.09595375723,0.5,1,11.97150855,head,False
ENSG00000100949_RABGGTA,RABGGTA,1,0.09595375723,0.5,1,10.04735018,mid,False
ENSG00000100968_NFATC4,NFATC4,1,0.09595375723,0.5,1,8.443308273,mid,False
ENSG00000101605_MYOM1,MYOM1,1,0.09595375723,0.5,1,3.923806705,mid,False
ENSG00000102359_SRPX2,SRPX2,1,0.09595375723,0.5,1,7.156569893,mid,False
ENSG00000103197_TSC2,TSC2,1,0.09595375723,0.5,1,10.91946337,mid,False
ENSG00000103335_PIEZO1,PIEZO1,1,0.09595375723,0.5,1,14.04050159,head,False
ENSG00000103995_CEP152,CEP152,1,0.09595375723,0.5,1,8.936386776,mid,False
ENSG00000104218_CSPP1,CSPP1,1,0.09595375723,0.5,1,9.034414919,mid,False
ENSG00000104365_IKBKB,IKBKB,1,0.09595375723,0.5,1,10.20887851,mid,False
ENSG00000104689_TNFRSF10A,TNFRSF10A,1,0.09595375723,0.5,1,9.205760791,mid,False
ENSG00000104714_ERICH1,ERICH1,1,0.09595375723,0.5,1,8.751981793,mid,False
ENSG00000104946_TBC1D17,TBC1D17,1,0.09595375723,0.5,1,8.874792968,mid,False
ENSG00000105135_ILVBL,ILVBL,1,0.09595375723,0.5,1,9.805635961,mid,False
ENSG00000105204_DYRK1B,DYRK1B,1,0.09595375723,0.5,1,7.197547574,mid,False
ENSG00000105339_DENND3,DENND3,1,0.09595375723,0.5,1,10.4435939,mid,False
ENSG00000105443_CYTH2,CYTH2,1,0.09595375723,0.5,1,10.49160766,mid,False
ENSG00000105479_CCDC114,CCDC114,1,0.09595375723,0.5,1,2.217198569,mid,False
ENSG00000105486_LIG1,LIG1,1,0.09595375723,0.5,1,9.039642782,mid,False
ENSG00000105643_ARRDC2,ARRDC2,1,0.09595375723,0.5,1,10.13109946,mid,False
ENSG00000105656_ELL,ELL,1,0.09595375723,0.5,1,8.64369667,mid,False
ENSG00000105771_SMG9,SMG9,1,0.09595375723,0.5,1,9.399101085,mid,False
ENSG00000105821_DNAJC2,DNAJC2,1,0.09595375723,0.5,1,9.889512325,mid,False
ENSG00000105855_ITGB8,ITGB8,1,0.09595375723,0.5,1,12.95371895,head,False
ENSG00000106123_EPHB6,EPHB6,1,0.09595375723,0.5,1,7.333334422,mid,False
ENSG00000106333_PCOLCE,PCOLCE,1,0.09595375723,0.5,1,4.900076523,mid,False
ENSG00000106351_AGFG2,AGFG2,1,0.09595375723,0.5,1,9.531773807,mid,False
ENSG00000106462_EZH2,EZH2,1,0.09595375723,0.5,1,8.838281013,mid,False
ENSG00000106701_FSD1L,FSD1L,1,0.09595375723,0.5,1,7.841850128,mid,False
ENSG00000107077_KDM4C,KDM4C,1,0.09595375723,0.5,1,9.784166941,mid,False
ENSG00000107104_KANK1,KANK1,1,0.09595375723,0.5,1,11.60649023,head,False
ENSG00000107185_RGP1,RGP1,1,0.09595375723,0.5,1,10.80573531,mid,False
ENSG00000107731_UNC5B,UNC5B,1,0.09595375723,0.5,1,12.31649158,head,False
ENSG00000107863_ARHGAP21,ARHGAP21,1,0.09595375723,0.5,1,11.81318514,head,False
ENSG00000107938_EDRF1,EDRF1,1,0.09595375723,0.5,1,9.477193911,mid,False
ENSG00000108021_TASOR2,TASOR2,1,0.09595375723,0.5,1,12.05044824,head,False
ENSG00000108352_RAPGEFL1,RAPGEFL1,1,0.09595375723,0.5,1,11.08893602,mid,False
ENSG00000108515_ENO3,ENO3,1,0.09595375723,0.5,1,5.718007243,mid,False
ENSG00000110046_ATG2A,ATG2A,1,0.09595375723,0.5,1,9.707513548,mid,False
ENSG00000110237_ARHGEF17,ARHGEF17,1,0.09595375723,0.5,1,10.80984566,mid,False
ENSG00000110713_NUP98,NUP98,1,0.09595375723,0.5,1,11.84863772,head,False
ENSG00000111077_TNS2,TNS2,1,0.09595375723,0.5,1,8.224160707,mid,False
ENSG00000111319_SCNN1A,SCNN1A,1,0.09595375723,0.5,1,14.02470217,head,False
ENSG00000112592_TBP,TBP,1,0.09595375723,0.5,1,8.263551023,mid,False
ENSG00000112599_GUCA1B,GUCA1B,1,0.09595375723,0.5,1,5.534779013,mid,False
ENSG00000112655_PTK7,PTK7,1,0.09595375723,0.5,1,10.77670614,mid,False
ENSG00000112659_CUL9,CUL9,1,0.09595375723,0.5,1,9.459995002,mid,False
ENSG00000114861_FOXP1,FOXP1,1,0.09595375723,0.5,1,9.904587961,mid,False
ENSG00000115008_IL1A,IL1A,1,0.09595375723,0.5,1,3.472316342,mid,False
ENSG00000115649_CNPPD1,CNPPD1,1,0.09595375723,0.5,1,9.77027194,mid,False
ENSG00000116285_ERRFI1,ERRFI1,1,0.09595375723,0.5,1,10.01944379,mid,False
ENSG00000116580_GON4L,GON4L,1,0.09595375723,0.5,1,10.32686265,mid,False
ENSG00000116604_MEF2D,MEF2D,1,0.09595375723,0.5,1,10.13621594,mid,False
ENSG00000116701_NCF2,NCF2,1,0.09595375723,0.5,1,6.762222932,mid,False
ENSG00000116830_TTF2,TTF2,1,0.09595375723,0.5,1,10.33785929,mid,False
ENSG00000116852_KIF21B,KIF21B,1,0.09595375723,0.5,1,4.394049443,mid,False
ENSG00000116991_SIPA1L2,SIPA1L2,1,0.09595375723,0.5,1,9.133300443,mid,False
ENSG00000117360_PRPF3,PRPF3,1,0.09595375723,0.5,1,9.879844664,mid,False
ENSG00000118369_USP35,USP35,1,0.09595375723,0.5,1,8.036475536,mid,False
ENSG00000118777_ABCG2,ABCG2,1,0.09595375723,0.5,1,7.213676254,mid,False
ENSG00000120129_DUSP1,DUSP1,1,0.09595375723,0.5,1,9.42349612,mid,False
ENSG00000120647_CCDC77,CCDC77,1,0.09595375723,0.5,1,7.240217539,mid,False
ENSG00000120798_NR2C1,NR2C1,1,0.09595375723,0.5,1,9.069130176,mid,False
ENSG00000120899_PTK2B,PTK2B,1,0.09595375723,0.5,1,10.4532104,mid,False
ENSG00000120910_PPP3CC,PPP3CC,1,0.09595375723,0.5,1,8.17825978,mid,False
ENSG00000122483_CCDC18,CCDC18,1,0.09595375723,0.5,1,8.378870141,mid,False
ENSG00000122966_CIT,CIT,1,0.09595375723,0.5,1,9.740666483,mid,False
ENSG00000123384_LRP1,LRP1,1,0.09595375723,0.5,1,10.53289012,mid,False
ENSG00000123473_STIL,STIL,1,0.09595375723,0.5,1,9.065607657,mid,False
ENSG00000123815_COQ8B,COQ8B,1,0.09595375723,0.5,1,9.260081398,mid,False
ENSG00000124159_MATN4,MATN4,1,0.09595375723,0.5,1,1.581857726,tail,False
ENSG00000125633_CCDC93,CCDC93,1,0.09595375723,0.5,1,10.21946657,mid,False
ENSG00000125885_MCM8,MCM8,1,0.09595375723,0.5,1,8.84976268,mid,False
ENSG00000126464_PRR12,PRR12,1,0.09595375723,0.5,1,10.85561308,mid,False
ENSG00000127481_UBR4,UBR4,1,0.09595375723,0.5,1,12.11887822,head,False
ENSG00000127603_MACF1,MACF1,1,0.09595375723,0.5,1,13.03301364,head,False
ENSG00000127980_PEX1,PEX1,1,0.09595375723,0.5,1,9.795992365,mid,False
ENSG00000128833_MYO5C,MYO5C,1,0.09595375723,0.5,1,12.2445031,head,False
ENSG00000129347_KRI1,KRI1,1,0.09595375723,0.5,1,9.230114167,mid,False
ENSG00000130559_CAMSAP1,CAMSAP1,1,0.09595375723,0.5,1,10.62579557,mid,False
ENSG00000130592_LSP1,LSP1,1,0.09595375723,0.5,1,5.227366295,mid,False
ENSG00000130598_TNNI2,TNNI2,1,0.09595375723,0.5,1,9.335259754,mid,False
ENSG00000130640_TUBGCP2,TUBGCP2,1,0.09595375723,0.5,1,10.88677947,mid,False
ENSG00000130684_ZNF337,ZNF337,1,0.09595375723,0.5,1,8.517909332,mid,False
ENSG00000130702_LAMA5,LAMA5,1,0.09595375723,0.5,1,13.53127269,head,False
ENSG00000130723_PRRC2B,PRRC2B,1,0.09595375723,0.5,1,13.13211555,head,False
ENSG00000130734_ATG4D,ATG4D,1,0.09595375723,0.5,1,8.870931144,mid,False
ENSG00000130749_ZC3H4,ZC3H4,1,0.09595375723,0.5,1,11.07458913,mid,False
ENSG00000130779_CLIP1,CLIP1,1,0.09595375723,0.5,1,11.45888022,mid,False
ENSG00000130940_CASZ1,CASZ1,1,0.09595375723,0.5,1,9.962483338,mid,False
ENSG00000131149_GSE1,GSE1,1,0.09595375723,0.5,1,11.19611445,mid,False
ENSG00000132005_RFX1,RFX1,1,0.09595375723,0.5,1,8.921556153,mid,False
ENSG00000132694_ARHGEF11,ARHGEF11,1,0.09595375723,0.5,1,10.27067862,mid,False
ENSG00000132793_LPIN3,LPIN3,1,0.09595375723,0.5,1,8.762383649,mid,False
ENSG00000133805_AMPD3,AMPD3,1,0.09595375723,0.5,1,7.840683205,mid,False
ENSG00000134030_CTIF,CTIF,1,0.09595375723,0.5,1,9.978249561,mid,False
ENSG00000134152_KATNBL1,KATNBL1,1,0.09595375723,0.5,1,9.148734982,mid,False
ENSG00000135253_KCP,KCP,1,0.09595375723,0.5,1,6.053966894,mid,False
ENSG00000135482_ZC3H10,ZC3H10,1,0.09595375723,0.5,1,7.713247945,mid,False
ENSG00000135605_TEC,TEC,1,0.09595375723,0.5,1,6.754606394,mid,False
ENSG00000135945_REV1,REV1,1,0.09595375723,0.5,1,9.665896522,mid,False
ENSG00000136122_BORA,BORA,1,0.09595375723,0.5,1,8.040410091,mid,False
ENSG00000136141_LRCH1,LRCH1,1,0.09595375723,0.5,1,9.390020201,mid,False
ENSG00000136213_CHST12,CHST12,1,0.09595375723,0.5,1,8.808012273,mid,False
ENSG00000136378_ADAMTS7,ADAMTS7,1,0.09595375723,0.5,1,8.545423584,mid,False
ENSG00000136492_BRIP1,BRIP1,1,0.09595375723,0.5,1,8.010313239,mid,False
ENSG00000136848_DAB2IP,DAB2IP,1,0.09595375723,0.5,1,12.55981606,head,False
ENSG00000136891_TEX10,TEX10,1,0.09595375723,0.5,1,9.725183935,mid,False
ENSG00000137216_TMEM63B,TMEM63B,1,0.09595375723,0.5,1,10.01310894,mid,False
ENSG00000137868_STRA6,STRA6,1,0.09595375723,0.5,1,8.554964254,mid,False
ENSG00000138316_ADAMTS14,ADAMTS14,1,0.09595375723,0.5,1,4.655908421,mid,False
ENSG00000138778_CENPE,CENPE,1,0.09595375723,0.5,1,10.19630257,mid,False
ENSG00000138834_MAPK8IP3,MAPK8IP3,1,0.09595375723,0.5,1,11.92787598,head,False
ENSG00000139132_FGD4,FGD4,1,0.09595375723,0.5,1,11.23617214,mid,False
ENSG00000139174_PRICKLE1,PRICKLE1,1,0.09595375723,0.5,1,10.49844438,mid,False
ENSG00000140987_ZSCAN32,ZSCAN32,1,0.09595375723,0.5,1,8.520466342,mid,False
ENSG00000140992_PDPK1,PDPK1,1,0.09595375723,0.5,1,10.62909494,mid,False
ENSG00000141258_SGSM2,SGSM2,1,0.09595375723,0.5,1,10.25812947,mid,False
ENSG00000141298_SSH2,SSH2,1,0.09595375723,0.5,1,10.15551462,mid,False
ENSG00000141384_TAF4B,TAF4B,1,0.09595375723,0.5,1,9.566949836,mid,False
ENSG00000141401_IMPA2,IMPA2,1,0.09595375723,0.5,1,11.48952526,head,False
ENSG00000141738_GRB7,GRB7,1,0.09595375723,0.5,1,7.965346165,mid,False
ENSG00000142675_CNKSR1,CNKSR1,1,0.09595375723,0.5,1,8.989975503,mid,False
ENSG00000142731_PLK4,PLK4,1,0.09595375723,0.5,1,8.716672169,mid,False
ENSG00000142765_SYTL1,SYTL1,1,0.09595375723,0.5,1,9.235032342,mid,False
ENSG00000142798_HSPG2,HSPG2,1,0.09595375723,0.5,1,12.18556573,head,False
ENSG00000143127_ITGA10,ITGA10,1,0.09595375723,0.5,1,3.944507035,mid,False
ENSG00000143258_USP21,USP21,1,0.09595375723,0.5,1,8.5966384,mid,False
ENSG00000143434_SEMA6C,SEMA6C,1,0.09595375723,0.5,1,4.600705379,mid,False
ENSG00000144045_DQX1,DQX1,1,0.09595375723,0.5,1,2.520628391,mid,False
ENSG00000144674_GOLGA4,GOLGA4,1,0.09595375723,0.5,1,12.30942102,head,False
ENSG00000146067_FAM193B,FAM193B,1,0.09595375723,0.5,1,8.761451726,mid,False
ENSG00000146083_RNF44,RNF44,1,0.09595375723,0.5,1,10.42237141,mid,False
ENSG00000146192_FGD2,FGD2,1,0.09595375723,0.5,1,4.955318115,mid,False
ENSG00000147459_DOCK5,DOCK5,1,0.09595375723,0.5,1,11.87692415,head,False
ENSG00000148339_SLC25A25,SLC25A25,1,0.09595375723,0.5,1,9.661173274,mid,False
ENSG00000148400_NOTCH1,NOTCH1,1,0.09595375723,0.5,1,12.0641634,head,False
ENSG00000148773_MKI67,MKI67,1,0.09595375723,0.5,1,12.98053212,head,False
ENSG00000149182_ARFGAP2,ARFGAP2,1,0.09595375723,0.5,1,10.25041853,mid,False
ENSG00000149474_KAT14,KAT14,1,0.09595375723,0.5,1,9.18019739,mid,False
ENSG00000149577_SIDT2,SIDT2,1,0.09595375723,0.5,1,9.820543925,mid,False
ENSG00000151338_MIPOL1,MIPOL1,1,0.09595375723,0.5,1,9.333662331,mid,False
ENSG00000151461_UPF2,UPF2,1,0.09595375723,0.5,1,10.53149,mid,False
ENSG00000151849_CENPJ,CENPJ,1,0.09595375723,0.5,1,8.434252967,mid,False
ENSG00000151914_DST,DST,1,0.09595375723,0.5,1,13.50944905,head,False
ENSG00000154263_ABCA10,ABCA10,1,0.09595375723,0.5,1,4.16797065,mid,False
ENSG00000154358_OBSCN,OBSCN,1,0.09595375723,0.5,1,8.373486134,mid,False
ENSG00000154743_TSEN2,TSEN2,1,0.09595375723,0.5,1,9.107666502,mid,False
ENSG00000154920_EME1,EME1,1,0.09595375723,0.5,1,5.68961598,mid,False
ENSG00000155066_PROM2,PROM2,1,0.09595375723,0.5,1,13.79877161,head,False
ENSG00000156030_ELMSAN1,ELMSAN1,1,0.09595375723,0.5,1,11.476351,head,False
ENSG00000156218_ADAMTSL3,ADAMTSL3,1,0.09595375723,0.5,1,7.359637782,mid,False
ENSG00000156860_FBRS,FBRS,1,0.09595375723,0.5,1,10.93942448,mid,False
ENSG00000157343_ARMC12,ARMC12,1,0.09595375723,0.5,1,3.16192055,mid,False
ENSG00000157637_SLC38A10,SLC38A10,1,0.09595375723,0.5,1,10.66879135,mid,False
ENSG00000157827_FMNL2,FMNL2,1,0.09595375723,0.5,1,11.01319151,mid,False
ENSG00000158246_TENT5B,TENT5B,1,0.09595375723,0.5,1,10.2159165,mid,False
ENSG00000158691_ZSCAN12,ZSCAN12,1,0.09595375723,0.5,1,8.574520461,mid,False
ENSG00000158863_FAM160B2,FAM160B2,1,0.09595375723,0.5,1,9.971423836,mid,False
ENSG00000159713_TPPP3,TPPP3,1,0.09595375723,0.5,1,1.860190265,tail,False
ENSG00000160229_ZNF66,ZNF66,1,0.09595375723,0.5,1,6.688275368,mid,False
ENSG00000160613_PCSK7,PCSK7,1,0.09595375723,0.5,1,11.02815656,mid,False
ENSG00000160685_ZBTB7B,ZBTB7B,1,0.09595375723,0.5,1,11.84411849,head,False
ENSG00000161013_MGAT4B,MGAT4B,1,0.09595375723,0.5,1,12.13758577,head,False
ENSG00000161513_FDXR,FDXR,1,0.09595375723,0.5,1,8.702397949,mid,False
ENSG00000162004_CCDC78,CCDC78,1,0.09595375723,0.5,1,7.433038285,mid,False
ENSG00000163002_NUP35,NUP35,1,0.09595375723,0.5,1,8.719714616,mid,False
ENSG00000163071_SPATA18,SPATA18,1,0.09595375723,0.5,1,8.232024747,mid,False
ENSG00000163283_ALPP,ALPP,1,0.09595375723,0.5,1,8.78947415,mid,False
ENSG00000163286_ALPG,ALPG,1,0.09595375723,0.5,1,4.773686823,mid,False
ENSG00000163374_YY1AP1,YY1AP1,1,0.09595375723,0.5,1,10.29281214,mid,False
ENSG00000163507_CIP2A,CIP2A,1,0.09595375723,0.5,1,8.731334106,mid,False
ENSG00000163872_YEATS2,YEATS2,1,0.09595375723,0.5,1,10.42860506,mid,False
ENSG00000163898_LIPH,LIPH,1,0.09595375723,0.5,1,7.307378766,mid,False
ENSG00000164626_KCNK5,KCNK5,1,0.09595375723,0.5,1,11.83666109,head,False
ENSG00000165282_PIGO,PIGO,1,0.09595375723,0.5,1,10.1013732,mid,False
ENSG00000165861_ZFYVE1,ZFYVE1,1,0.09595375723,0.5,1,8.655495371,mid,False
ENSG00000166004_CEP295,CEP295,1,0.09595375723,0.5,1,9.871795172,mid,False
ENSG00000166140_ZFYVE19,ZFYVE19,1,0.09595375723,0.5,1,8.820016712,mid,False
ENSG00000166579_NDEL1,NDEL1,1,0.09595375723,0.5,1,9.703112165,mid,False
ENSG00000166922_SCG5,SCG5,1,0.09595375723,0.5,1,2.971547842,mid,False
ENSG00000167202_TBC1D2B,TBC1D2B,1,0.09595375723,0.5,1,11.22319347,mid,False
ENSG00000167880_EVPL,EVPL,1,0.09595375723,0.5,1,11.90261084,head,False
ENSG00000167968_DNASE1L2,DNASE1L2,1,0.09595375723,0.5,1,4.740712339,mid,False
ENSG00000168237_GLYCTK,GLYCTK,1,0.09595375723,0.5,1,6.755288951,mid,False
ENSG00000168447_SCNN1B,SCNN1B,1,0.09595375723,0.5,1,11.91906878,head,False
ENSG00000169031_COL4A3,COL4A3,1,0.09595375723,0.5,1,5.594642656,mid,False
ENSG00000169045_HNRNPH1,HNRNPH1,1,0.09595375723,0.5,1,12.9893522,head,False
ENSG00000169129_AFAP1L2,AFAP1L2,1,0.09595375723,0.5,1,7.286224503,mid,False
ENSG00000169696_ASPSCR1,ASPSCR1,1,0.09595375723,0.5,1,8.915562507,mid,False
ENSG00000170190_SLC16A5,SLC16A5,1,0.09595375723,0.5,1,9.670368665,mid,False
ENSG00000171219_CDC42BPG,CDC42BPG,1,0.09595375723,0.5,1,10.47293552,mid,False
ENSG00000171703_TCEA2,TCEA2,1,0.09595375723,0.5,1,7.877220674,mid,False
ENSG00000171824_EXOSC10,EXOSC10,1,0.09595375723,0.5,1,9.912844923,mid,False
ENSG00000171951_SCG2,SCG2,1,0.09595375723,0.5,1,2.798693396,mid,False
ENSG00000172046_USP19,USP19,1,0.09595375723,0.5,1,10.61040644,mid,False
ENSG00000172167_MTBP,MTBP,1,0.09595375723,0.5,1,7.468443855,mid,False
ENSG00000172985_SH3RF3,SH3RF3,1,0.09595375723,0.5,1,8.232846022,mid,False
ENSG00000173226_IQCB1,IQCB1,1,0.09595375723,0.5,1,8.853706747,mid,False
ENSG00000173546_CSPG4,CSPG4,1,0.09595375723,0.5,1,9.411284007,mid,False
ENSG00000173548_SNX33,SNX33,1,0.09595375723,0.5,1,11.09139359,mid,False
ENSG00000173588_CEP83,CEP83,1,0.09595375723,0.5,1,9.23328294,mid,False
ENSG00000173898_SPTBN2,SPTBN2,1,0.09595375723,0.5,1,12.76741719,head,False
ENSG00000174197_MGA,MGA,1,0.09595375723,0.5,1,10.60154441,mid,False
ENSG00000174233_ADCY6,ADCY6,1,0.09595375723,0.5,1,11.37837789,mid,False
ENSG00000174501_ANKRD36C,ANKRD36C,1,0.09595375723,0.5,1,8.650180216,mid,False
ENSG00000175221_MED16,MED16,1,0.09595375723,0.5,1,10.11780438,mid,False
ENSG00000176406_RIMS2,RIMS2,1,0.09595375723,0.5,1,5.402793431,mid,False
ENSG00000176531_PHLDB3,PHLDB3,1,0.09595375723,0.5,1,7.178243773,mid,False
ENSG00000177042_TMEM80,TMEM80,1,0.09595375723,0.5,1,8.763202796,mid,False
ENSG00000177169_ULK1,ULK1,1,0.09595375723,0.5,1,10.32434964,mid,False
ENSG00000177225_GATD1,GATD1,1,0.09595375723,0.5,1,10.62405191,mid,False
ENSG00000177728_TMEM94,TMEM94,1,0.09595375723,0.5,1,10.47919824,mid,False
ENSG00000179094_PER1,PER1,1,0.09595375723,0.5,1,11.55610554,head,False
ENSG00000179406_LINC00174,LINC00174,1,0.09595375723,0.5,1,6.957496602,mid,False
ENSG00000179954_SSC5D,SSC5D,1,0.09595375723,0.5,1,1.420598415,tail,False
ENSG00000180071_ANKRD18A,ANKRD18A,1,0.09595375723,0.5,1,8.469985227,mid,False
ENSG00000180287_PLD5,PLD5,1,0.09595375723,0.5,1,5.1816004,mid,False
ENSG00000180376_CCDC66,CCDC66,1,0.09595375723,0.5,1,8.804681672,mid,False
ENSG00000180914_OXTR,OXTR,1,0.09595375723,0.5,1,5.751207555,mid,False
ENSG00000181222_POLR2A,POLR2A,1,0.09595375723,0.5,1,12.24060061,head,False
ENSG00000181873_IBA57,IBA57,1,0.09595375723,0.5,1,8.903188966,mid,False
ENSG00000182057_OGFRP1,OGFRP1,1,0.09595375723,0.5,1,8.072453433,mid,False
ENSG00000182600_SNORC,SNORC,1,0.09595375723,0.5,1,5.527069828,mid,False
ENSG00000182872_RBM10,RBM10,1,0.09595375723,0.5,1,10.54227904,mid,False
ENSG00000182979_MTA1,MTA1,1,0.09595375723,0.5,1,11.12856787,mid,False
ENSG00000183421_RIPK4,RIPK4,1,0.09595375723,0.5,1,10.73803377,mid,False
ENSG00000185340_GAS2L1,GAS2L1,1,0.09595375723,0.5,1,9.208206948,mid,False
ENSG00000185513_L3MBTL1,L3MBTL1,1,0.09595375723,0.5,1,7.241680484,mid,False
