gene_core,gene,gene_raw,type,start,stop,strand,score,pval,qval,dist_to_tss,band,updown_group
ENSG00000125735,ENSG00000125735_TNFSF14,ENSG00000125735.13_TNFSF14(-),EBOX,1794,1805,-,10.4472,9.92e-05,0.63,798.5,mid,Neutral
ENSG00000125735,ENSG00000125735_TNFSF14,ENSG00000125735.13_TNFSF14(-),TETO,1334,1352,+,11.615,2.1e-05,1,342,mid,Neutral
ENSG00000125741,ENSG00000125741_OPA3,ENSG00000125741.6_OPA3(-),TETO,245,263,+,8.83,9.14e-05,1,-747,mid,Neutral
ENSG00000125741,ENSG00000125741_OPA3,ENSG00000125741.6_OPA3(-),TETO,245,263,-,8.83,9.14e-05,1,-747,mid,Neutral
ENSG00000125744,ENSG00000125744_RTN2,ENSG00000125744.13_RTN2(-),EBOX,568,579,+,11.2276,6.21e-05,0.63,-427.5,mid,Neutral
ENSG00000125753,ENSG00000125753_VASP,ENSG00000125753.16_VASP(+),EBOX,1820,1831,-,12.252,3.2e-05,0.63,824.5,head,Neutral
ENSG00000125753,ENSG00000125753_VASP,ENSG00000125753.16_VASP(+),EBOX,953,964,-,10.8943,7.59e-05,0.63,-42.5,head,Neutral
ENSG00000125755,ENSG00000125755_SYMPK,ENSG00000125755.21_SYMPK(-),TETO,944,962,-,9.325,6.95e-05,1,-48,mid,Neutral
ENSG00000125772,ENSG00000125772_GPCPD1,ENSG00000125772.16_GPCPD1(-),EBOX,743,754,-,14.0976,9.35e-06,0.537,-252.5,mid,Down
ENSG00000125772,ENSG00000125772_GPCPD1,ENSG00000125772.16_GPCPD1(-),EBOX,743,754,+,14.0081,1.01e-05,0.545,-252.5,mid,Down
ENSG00000125772,ENSG00000125772_GPCPD1,ENSG00000125772.16_GPCPD1(-),EBOX,1241,1252,-,12.3496,3e-05,0.63,245.5,mid,Down
ENSG00000125772,ENSG00000125772_GPCPD1,ENSG00000125772.16_GPCPD1(-),EBOX,926,937,-,10.8862,7.65e-05,0.63,-69.5,mid,Down
ENSG00000125779,ENSG00000125779_PANK2,ENSG00000125779.24_PANK2(+),EBOX,1801,1812,-,11.6423,4.74e-05,0.63,805.5,mid,Neutral
ENSG00000125787,ENSG00000125787_GNRH2,ENSG00000125787.12_GNRH2(+),TETO,1473,1491,+,9.975,5.08e-05,1,481,tail,Down
ENSG00000125798,ENSG00000125798_FOXA2,ENSG00000125798.16_FOXA2(-),EBOX,1485,1496,+,11.2195,6.23e-05,0.63,489.5,,
ENSG00000125798,ENSG00000125798_FOXA2,ENSG00000125798.16_FOXA2(-),TETO,776,794,-,15.8,1.81e-06,1,-216,,
ENSG00000125798,ENSG00000125798_FOXA2,ENSG00000125798.16_FOXA2(-),TETO,557,575,+,9.25,7.23e-05,1,-435,,
ENSG00000125804,ENSG00000125804_FAM182A,ENSG00000125804.15_FAM182A(+),EBOX,516,527,-,11.4309,5.42e-05,0.63,-479.5,mid,Neutral
ENSG00000125814,ENSG00000125814_NAPB,ENSG00000125814.18_NAPB(-),EBOX,1837,1848,-,11.4228,5.45e-05,0.63,841.5,mid,Up
ENSG00000125814,ENSG00000125814_NAPB,ENSG00000125814.18_NAPB(-),EBOX,1499,1510,+,11.0325,6.99e-05,0.63,503.5,mid,Up
ENSG00000125814,ENSG00000125814_NAPB,ENSG00000125814.18_NAPB(-),EBOX,1626,1637,+,10.935,7.4e-05,0.63,630.5,mid,Up
ENSG00000125817,ENSG00000125817_CENPB,ENSG00000125817.8_CENPB(-),EBOX,1185,1196,+,11.065,6.88e-05,0.63,189.5,head,Neutral
ENSG00000125817,ENSG00000125817_CENPB,ENSG00000125817.8_CENPB(-),EBOX,1171,1182,+,10.9756,7.24e-05,0.63,175.5,head,Neutral
ENSG00000125820,ENSG00000125820_NKX2-2,ENSG00000125820.6_NKX2-2(-),EBOX,811,822,-,13.6179,1.33e-05,0.57,-184.5,,
ENSG00000125820,ENSG00000125820_NKX2-2,ENSG00000125820.6_NKX2-2(-),EBOX,811,822,+,11.935,3.92e-05,0.63,-184.5,,
ENSG00000125821,ENSG00000125821_DTD1,ENSG00000125821.14_DTD1(+),EBOX,1393,1404,-,12.9512,2.03e-05,0.63,397.5,mid,Neutral
ENSG00000125821,ENSG00000125821_DTD1,ENSG00000125821.14_DTD1(+),EBOX,1393,1404,+,12.7236,2.35e-05,0.63,397.5,mid,Neutral
ENSG00000125821,ENSG00000125821_DTD1,ENSG00000125821.14_DTD1(+),EBOX,921,932,-,11.1789,6.4e-05,0.63,-74.5,mid,Neutral
ENSG00000125826,ENSG00000125826_RBCK1,ENSG00000125826.23_RBCK1(+),EBOX,92,103,+,13.1626,1.78e-05,0.613,-903.5,mid,Neutral
ENSG00000125826,ENSG00000125826_RBCK1,ENSG00000125826.23_RBCK1(+),EBOX,92,103,-,12.7805,2.27e-05,0.63,-903.5,mid,Neutral
ENSG00000125827,ENSG00000125827_TMX4,ENSG00000125827.10_TMX4(-),EBOX,1814,1825,+,13.6911,1.26e-05,0.564,818.5,mid,Neutral
ENSG00000125831,ENSG00000125831_CST11,ENSG00000125831.11_CST11(-),EBOX,1961,1972,-,11.439,5.4e-05,0.63,965.5,,
ENSG00000125831,ENSG00000125831_CST11,ENSG00000125831.11_CST11(-),TETO,1351,1369,-,10.07,4.86e-05,1,359,,
ENSG00000125834,ENSG00000125834_STK35,ENSG00000125834.14_STK35(+),EBOX,1202,1213,-,11.7642,4.38e-05,0.63,206.5,mid,Neutral
ENSG00000125841,ENSG00000125841_NRSN2,ENSG00000125841.15_NRSN2(+),EBOX,1453,1464,+,11.0163,7.07e-05,0.63,457.5,mid,Neutral
ENSG00000125841,ENSG00000125841_NRSN2,ENSG00000125841.15_NRSN2(+),TETO,250,268,+,8.83,9.14e-05,1,-742,mid,Neutral
ENSG00000125841,ENSG00000125841_NRSN2,ENSG00000125841.15_NRSN2(+),TETO,250,268,-,8.83,9.14e-05,1,-742,mid,Neutral
ENSG00000125843,ENSG00000125843_AP5S1,ENSG00000125843.13_AP5S1(+),EBOX,1522,1533,-,12.3333,3.04e-05,0.63,526.5,mid,Neutral
ENSG00000125844,ENSG00000125844_RRBP1,ENSG00000125844.18_RRBP1(-),EBOX,1802,1813,+,10.5122,9.54e-05,0.63,806.5,head,Neutral
ENSG00000125844,ENSG00000125844_RRBP1,ENSG00000125844.18_RRBP1(-),TETO,311,329,-,8.96,8.5e-05,1,-681,head,Neutral
ENSG00000125845,ENSG00000125845_BMP2,ENSG00000125845.8_BMP2(+),EBOX,1419,1430,-,10.6179,9.02e-05,0.63,423.5,mid,Neutral
ENSG00000125846,ENSG00000125846_ZNF133,ENSG00000125846.18_ZNF133(+),EBOX,1077,1088,-,13.2602,1.65e-05,0.596,81.5,mid,Neutral
ENSG00000125861,ENSG00000125861_GFRA4,ENSG00000125861.17_GFRA4(-),TETO,79,97,+,9.44,6.56e-05,1,-913,,
ENSG00000125871,ENSG00000125871_MGME1,ENSG00000125871.15_MGME1(+),EBOX,1404,1415,+,16.6016,1.9e-07,0.305,408.5,mid,Neutral
ENSG00000125871,ENSG00000125871_MGME1,ENSG00000125871.15_MGME1(+),EBOX,1470,1481,-,14.9106,4.34e-06,0.459,474.5,mid,Neutral
ENSG00000125871,ENSG00000125871_MGME1,ENSG00000125871.15_MGME1(+),EBOX,1470,1481,+,14.7967,4.89e-06,0.474,474.5,mid,Neutral
ENSG00000125871,ENSG00000125871_MGME1,ENSG00000125871.15_MGME1(+),EBOX,1404,1415,-,11.6016,4.86e-05,0.63,408.5,mid,Neutral
ENSG00000125872,ENSG00000125872_LRRN4,ENSG00000125872.10_LRRN4(-),TETO,357,375,-,17.3,6.59e-07,1,-635,,
ENSG00000125875,ENSG00000125875_TBC1D20,ENSG00000125875.16_TBC1D20(-),EBOX,987,998,+,12.8943,2.11e-05,0.63,-8.5,mid,Neutral
ENSG00000125875,ENSG00000125875_TBC1D20,ENSG00000125875.16_TBC1D20(-),EBOX,987,998,-,10.9756,7.24e-05,0.63,-8.5,mid,Neutral
ENSG00000125877,ENSG00000125877_ITPA,ENSG00000125877.14_ITPA(+),EBOX,1824,1835,-,14.2602,8.29e-06,0.512,828.5,mid,Neutral
ENSG00000125878,ENSG00000125878_TCF15,ENSG00000125878.7_TCF15(-),EBOX,1103,1114,+,13.065,1.88e-05,0.621,107.5,,
ENSG00000125878,ENSG00000125878_TCF15,ENSG00000125878.7_TCF15(-),EBOX,1103,1114,-,12.374,2.95e-05,0.63,107.5,,
ENSG00000125878,ENSG00000125878_TCF15,ENSG00000125878.7_TCF15(-),EBOX,1436,1447,-,10.7154,8.47e-05,0.63,440.5,,
ENSG00000125885,ENSG00000125885_MCM8,ENSG00000125885.14_MCM8(+),EBOX,1754,1765,+,13.0407,1.93e-05,0.624,758.5,mid,Neutral
ENSG00000125895,ENSG00000125895_TMEM74B,ENSG00000125895.7_TMEM74B(-),EBOX,1700,1711,-,10.6179,9.02e-05,0.63,704.5,,
ENSG00000125898,ENSG00000125898_FAM110A,ENSG00000125898.14_FAM110A(+),TETO,123,141,-,14.045,5.05e-06,1,-869,mid,Neutral
ENSG00000125901,ENSG00000125901_MRPS26,ENSG00000125901.7_MRPS26(+),EBOX,536,547,-,11.0813,6.8e-05,0.63,-459.5,mid,Neutral
ENSG00000125901,ENSG00000125901_MRPS26,ENSG00000125901.7_MRPS26(+),EBOX,1363,1374,-,10.9919,7.15e-05,0.63,367.5,mid,Neutral
ENSG00000125901,ENSG00000125901_MRPS26,ENSG00000125901.7_MRPS26(+),EBOX,1691,1702,-,10.6179,9.02e-05,0.63,695.5,mid,Neutral
ENSG00000125910,ENSG00000125910_S1PR4,ENSG00000125910.6_S1PR4(+),TETO,755,773,+,10.765,3.49e-05,1,-237,mid,Neutral
ENSG00000125910,ENSG00000125910_S1PR4,ENSG00000125910.6_S1PR4(+),TETO,564,582,+,9.855,5.36e-05,1,-428,mid,Neutral
ENSG00000125931,ENSG00000125931_CITED1,ENSG00000125931.12_CITED1(-),EBOX,975,986,+,14.0569,9.84e-06,0.543,-20.5,mid,Up
ENSG00000125931,ENSG00000125931_CITED1,ENSG00000125931.12_CITED1(-),EBOX,975,986,-,14.0569,9.84e-06,0.543,-20.5,mid,Up
ENSG00000125944,ENSG00000125944_HNRNPR,ENSG00000125944.23_HNRNPR(-),EBOX,678,689,-,11.2846,5.97e-05,0.63,-317.5,head,Neutral
ENSG00000125944,ENSG00000125944_HNRNPR,ENSG00000125944.23_HNRNPR(-),EBOX,1015,1026,+,11.2683,6.08e-05,0.63,19.5,head,Neutral
ENSG00000125944,ENSG00000125944_HNRNPR,ENSG00000125944.23_HNRNPR(-),EBOX,678,689,+,11.0976,6.72e-05,0.63,-317.5,head,Neutral
ENSG00000125952,ENSG00000125952_MAX,ENSG00000125952.22_MAX(-),EBOX,1125,1136,-,13.9593,1.04e-05,0.545,129.5,mid,Neutral
ENSG00000125952,ENSG00000125952_MAX,ENSG00000125952.22_MAX(-),EBOX,827,838,+,13,1.97e-05,0.626,-168.5,mid,Neutral
ENSG00000125952,ENSG00000125952_MAX,ENSG00000125952.22_MAX(-),EBOX,1125,1136,+,11.6667,4.68e-05,0.63,129.5,mid,Neutral
ENSG00000125952,ENSG00000125952_MAX,ENSG00000125952.22_MAX(-),EBOX,827,838,-,11.3252,5.8e-05,0.63,-168.5,mid,Neutral
ENSG00000125954,ENSG00000125954_CHURC1-FNTB,ENSG00000125954.13_CHURC1-FNTB(+),TETO,1690,1708,+,9.945,5.14e-05,1,698,,
ENSG00000125965,ENSG00000125965_GDF5,ENSG00000125965.10_GDF5(-),EBOX,481,492,+,10.8293,7.92e-05,0.63,-514.5,,
ENSG00000125965,ENSG00000125965_GDF5,ENSG00000125965.10_GDF5(-),TETO,821,839,+,11.01,3.06e-05,1,-171,,
ENSG00000125965,ENSG00000125965_GDF5,ENSG00000125965.10_GDF5(-),TETO,1651,1669,+,9.905,5.24e-05,1,659,,
ENSG00000125966,ENSG00000125966_MMP24,ENSG00000125966.11_MMP24(+),EBOX,285,296,-,11.6829,4.62e-05,0.63,-710.5,,
ENSG00000125966,ENSG00000125966_MMP24,ENSG00000125966.11_MMP24(+),EBOX,1420,1431,-,11.6748,4.65e-05,0.63,424.5,,
ENSG00000125966,ENSG00000125966_MMP24,ENSG00000125966.11_MMP24(+),EBOX,285,296,+,10.7398,8.32e-05,0.63,-710.5,,
ENSG00000125975,ENSG00000125975_C20orf173,ENSG00000125975.14_C20orf173(-),EBOX,1030,1041,+,10.4878,9.67e-05,0.63,34.5,,
ENSG00000125998,ENSG00000125998_FAM83C,ENSG00000125998.8_FAM83C(-),EBOX,469,480,+,12.3902,2.91e-05,0.63,-526.5,,
ENSG00000125998,ENSG00000125998_FAM83C,ENSG00000125998.8_FAM83C(-),EBOX,469,480,-,12.0894,3.55e-05,0.63,-526.5,,
ENSG00000125998,ENSG00000125998_FAM83C,ENSG00000125998.8_FAM83C(-),EBOX,1368,1379,+,11.5366,5.09e-05,0.63,372.5,,
ENSG00000125998,ENSG00000125998_FAM83C,ENSG00000125998.8_FAM83C(-),TETO,125,143,-,12.62,1.22e-05,1,-867,,
ENSG00000126001,ENSG00000126001_CEP250,ENSG00000126001.18_CEP250(+),EBOX,1091,1102,-,10.8293,7.92e-05,0.63,95.5,mid,Neutral
ENSG00000126001,ENSG00000126001_CEP250,ENSG00000126001.18_CEP250(+),TETO,744,762,-,11.01,3.06e-05,1,-248,mid,Neutral
ENSG00000126003,ENSG00000126003_PLAGL2,ENSG00000126003.7_PLAGL2(-),EBOX,783,794,-,10.7236,8.41e-05,0.63,-212.5,mid,Neutral
ENSG00000126003,ENSG00000126003_PLAGL2,ENSG00000126003.7_PLAGL2(-),EBOX,783,794,+,10.6504,8.83e-05,0.63,-212.5,mid,Neutral
ENSG00000126005,ENSG00000126005_MMP24OS,ENSG00000126005.18_MMP24OS(-),TETO,704,722,+,9.565,6.16e-05,1,-288,mid,Neutral
ENSG00000126016,ENSG00000126016_AMOT,ENSG00000126016.17_AMOT(-),TETO,1953,1971,-,10.995,3.08e-05,1,961,mid,Neutral
ENSG00000126062,ENSG00000126062_TMEM115,ENSG00000126062.5_TMEM115(-),TETO,238,256,-,13.785,5.92e-06,1,-754,mid,Neutral
ENSG00000126067,ENSG00000126067_PSMB2,ENSG00000126067.13_PSMB2(-),EBOX,745,756,+,12.7724,2.3e-05,0.63,-250.5,mid,Neutral
ENSG00000126067,ENSG00000126067_PSMB2,ENSG00000126067.13_PSMB2(-),TETO,180,198,-,12.265,1.44e-05,1,-812,mid,Neutral
ENSG00000126070,ENSG00000126070_AGO3,ENSG00000126070.21_AGO3(+),EBOX,982,993,-,11.5772,4.94e-05,0.63,-13.5,mid,Neutral
ENSG00000126070,ENSG00000126070_AGO3,ENSG00000126070.21_AGO3(+),EBOX,1245,1256,-,11.2764,6.03e-05,0.63,249.5,mid,Neutral
ENSG00000126088,ENSG00000126088_UROD,ENSG00000126088.15_UROD(+),EBOX,1245,1256,-,12.252,3.2e-05,0.63,249.5,mid,Neutral
ENSG00000126088,ENSG00000126088_UROD,ENSG00000126088.15_UROD(+),EBOX,957,968,-,10.9756,7.24e-05,0.63,-38.5,mid,Neutral
ENSG00000126088,ENSG00000126088_UROD,ENSG00000126088.15_UROD(+),EBOX,733,744,+,10.439,9.97e-05,0.63,-262.5,mid,Neutral
ENSG00000126091,ENSG00000126091_ST3GAL3,ENSG00000126091.22_ST3GAL3(+),EBOX,715,726,+,15.6179,1.67e-06,0.377,-280.5,mid,Down
ENSG00000126091,ENSG00000126091_ST3GAL3,ENSG00000126091.22_ST3GAL3(+),EBOX,715,726,-,15.5041,1.96e-06,0.395,-280.5,mid,Down
ENSG00000126106,ENSG00000126106_TMEM53,ENSG00000126106.14_TMEM53(-),TETO,123,141,-,8.67,9.98e-05,1,-869,mid,Neutral
ENSG00000126107,ENSG00000126107_HECTD3,ENSG00000126107.16_HECTD3(-),EBOX,1164,1175,+,12.252,3.2e-05,0.63,168.5,mid,Neutral
ENSG00000126107,ENSG00000126107_HECTD3,ENSG00000126107.16_HECTD3(-),EBOX,61,72,+,11.0488,6.95e-05,0.63,-934.5,mid,Neutral
ENSG00000126107,ENSG00000126107_HECTD3,ENSG00000126107.16_HECTD3(-),EBOX,1452,1463,+,10.9756,7.24e-05,0.63,456.5,mid,Neutral
ENSG00000126107,ENSG00000126107_HECTD3,ENSG00000126107.16_HECTD3(-),EBOX,1676,1687,-,10.439,9.97e-05,0.63,680.5,mid,Neutral
ENSG00000126215,ENSG00000126215_XRCC3,ENSG00000126215.15_XRCC3(-),EBOX,1667,1678,+,12.1138,3.49e-05,0.63,671.5,mid,Neutral
ENSG00000126215,ENSG00000126215_XRCC3,ENSG00000126215.15_XRCC3(-),EBOX,1667,1678,-,11.8211,4.24e-05,0.63,671.5,mid,Neutral
ENSG00000126215,ENSG00000126215_XRCC3,ENSG00000126215.15_XRCC3(-),EBOX,1309,1320,+,11.2033,6.29e-05,0.63,313.5,mid,Neutral
ENSG00000126217,ENSG00000126217_MCF2L,ENSG00000126217.23_MCF2L(+),EBOX,384,395,+,15.6992,1.46e-06,0.369,-611.5,,
ENSG00000126217,ENSG00000126217_MCF2L,ENSG00000126217.23_MCF2L(+),EBOX,384,395,-,10.9919,7.15e-05,0.63,-611.5,,
ENSG00000126217,ENSG00000126217_MCF2L,ENSG00000126217.23_MCF2L(+),EBOX,524,535,-,10.8293,7.92e-05,0.63,-471.5,,
ENSG00000126218,ENSG00000126218_F10,ENSG00000126218.13_F10(+),EBOX,51,62,-,10.5122,9.54e-05,0.63,-944.5,,
ENSG00000126226,ENSG00000126226_PCID2,ENSG00000126226.23_PCID2(-),EBOX,206,217,+,12.3659,2.97e-05,0.63,-789.5,mid,Neutral
ENSG00000126226,ENSG00000126226_PCID2,ENSG00000126226.23_PCID2(-),EBOX,1407,1418,-,11.6341,4.77e-05,0.63,411.5,mid,Neutral
ENSG00000126231,ENSG00000126231_PROZ,ENSG00000126231.16_PROZ(+),EBOX,112,123,+,13.8374,1.14e-05,0.553,-883.5,,
ENSG00000126231,ENSG00000126231_PROZ,ENSG00000126231.16_PROZ(+),EBOX,112,123,-,11.7154,4.53e-05,0.63,-883.5,,
ENSG00000126243,ENSG00000126243_LRFN3,ENSG00000126243.9_LRFN3(+),TETO,1343,1361,-,11.74,1.94e-05,1,351,mid,Neutral
ENSG00000126246,ENSG00000126246_IGFLR1,ENSG00000126246.11_IGFLR1(-),TETO,1496,1514,+,8.83,9.14e-05,1,504,mid,Neutral
ENSG00000126246,ENSG00000126246_IGFLR1,ENSG00000126246.11_IGFLR1(-),TETO,1496,1514,-,8.83,9.14e-05,1,504,mid,Neutral
ENSG00000126246,ENSG00000126246_IGFLR1,ENSG00000126246.11_IGFLR1(-),TETO,1214,1232,+,8.765,9.47e-05,1,222,mid,Neutral
ENSG00000126249,ENSG00000126249_PDCD2L,ENSG00000126249.8_PDCD2L(+),EBOX,1364,1375,-,11.4797,5.27e-05,0.63,368.5,mid,Neutral
ENSG00000126249,ENSG00000126249_PDCD2L,ENSG00000126249.8_PDCD2L(+),TETO,1916,1934,+,8.83,9.14e-05,1,924,mid,Neutral
ENSG00000126249,ENSG00000126249_PDCD2L,ENSG00000126249.8_PDCD2L(+),TETO,1916,1934,-,8.83,9.14e-05,1,924,mid,Neutral
ENSG00000126251,ENSG00000126251_GPR42,ENSG00000126251.7_GPR42(+),EBOX,1195,1206,+,10.8699,7.75e-05,0.63,199.5,,
ENSG00000126259,ENSG00000126259_KIRREL2,ENSG00000126259.21_KIRREL2(+),TETO,886,904,-,10.165,4.65e-05,1,-106,,
ENSG00000126261,ENSG00000126261_UBA2,ENSG00000126261.13_UBA2(+),EBOX,1397,1408,-,10.9919,7.15e-05,0.63,401.5,head,Neutral
ENSG00000126262,ENSG00000126262_FFAR2,ENSG00000126262.5_FFAR2(+),EBOX,951,962,+,12.1138,3.49e-05,0.63,-44.5,,
ENSG00000126262,ENSG00000126262_FFAR2,ENSG00000126262.5_FFAR2(+),EBOX,951,962,-,11.8211,4.24e-05,0.63,-44.5,,
ENSG00000126262,ENSG00000126262_FFAR2,ENSG00000126262.5_FFAR2(+),TETO,1943,1961,-,11.47,2.3e-05,1,951,,
ENSG00000126266,ENSG00000126266_FFAR1,ENSG00000126266.5_FFAR1(+),EBOX,1208,1219,-,14.6179,6.01e-06,0.486,212.5,,
ENSG00000126266,ENSG00000126266_FFAR1,ENSG00000126266.5_FFAR1(+),EBOX,755,766,-,10.813,8e-05,0.63,-240.5,,
ENSG00000126266,ENSG00000126266_FFAR1,ENSG00000126266.5_FFAR1(+),TETO,720,738,+,11.185,2.76e-05,1,-272,,
ENSG00000126266,ENSG00000126266_FFAR1,ENSG00000126266.5_FFAR1(+),TETO,1980,1998,-,9.485,6.4e-05,1,988,,
ENSG00000126351,ENSG00000126351_THRA,ENSG00000126351.14_THRA(+),TETO,333,351,-,13.815,5.81e-06,1,-659,mid,Neutral
ENSG00000126351,ENSG00000126351_THRA,ENSG00000126351.14_THRA(+),TETO,804,822,+,13.745,6.08e-06,1,-188,mid,Neutral
ENSG00000126351,ENSG00000126351_THRA,ENSG00000126351.14_THRA(+),TETO,605,623,+,9.895,5.27e-05,1,-387,mid,Neutral
ENSG00000126351,ENSG00000126351_THRA,ENSG00000126351.14_THRA(+),TETO,605,623,-,9.895,5.27e-05,1,-387,mid,Neutral
ENSG00000126353,ENSG00000126353_CCR7,ENSG00000126353.5_CCR7(-),TETO,1265,1283,-,9.685,5.81e-05,1,273,,
ENSG00000126368,ENSG00000126368_NR1D1,ENSG00000126368.6_NR1D1(-),EBOX,865,876,-,11.6423,4.74e-05,0.63,-130.5,mid,Up
ENSG00000126368,ENSG00000126368_NR1D1,ENSG00000126368.6_NR1D1(-),EBOX,907,918,+,10.6992,8.58e-05,0.63,-88.5,mid,Up
ENSG00000126391,ENSG00000126391_FRMD8,ENSG00000126391.15_FRMD8(+),EBOX,709,720,+,11.6341,4.77e-05,0.63,-286.5,mid,Neutral
ENSG00000126391,ENSG00000126391_FRMD8,ENSG00000126391.15_FRMD8(+),EBOX,709,720,-,11.6341,4.77e-05,0.63,-286.5,mid,Neutral
ENSG00000126453,ENSG00000126453_BCL2L12,ENSG00000126453.12_BCL2L12(+),EBOX,602,613,+,11.0488,6.95e-05,0.63,-393.5,mid,Neutral
ENSG00000126457,ENSG00000126457_PRMT1,ENSG00000126457.23_PRMT1(+),TETO,130,148,+,8.72,9.72e-05,1,-862,head,Neutral
ENSG00000126458,ENSG00000126458_RRAS,ENSG00000126458.5_RRAS(-),EBOX,770,781,-,12.0407,3.64e-05,0.63,-225.5,mid,Down
ENSG00000126458,ENSG00000126458_RRAS,ENSG00000126458.5_RRAS(-),TETO,1606,1624,-,12.26,1.45e-05,1,614,mid,Down
ENSG00000126460,ENSG00000126460_PRRG2,ENSG00000126460.12_PRRG2(+),EBOX,1676,1687,+,10.4472,9.92e-05,0.63,680.5,mid,Neutral
ENSG00000126461,ENSG00000126461_SCAF1,ENSG00000126461.16_SCAF1(+),EBOX,875,886,+,12.0407,3.64e-05,0.63,-120.5,mid,Neutral
ENSG00000126461,ENSG00000126461_SCAF1,ENSG00000126461.16_SCAF1(+),TETO,32,50,+,12.26,1.45e-05,1,-960,mid,Neutral
ENSG00000126467,ENSG00000126467_TSKS,ENSG00000126467.11_TSKS(-),TETO,360,378,+,8.9,8.78e-05,1,-632,,
ENSG00000126500,ENSG00000126500_FLRT1,ENSG00000126500.6_FLRT1(+),EBOX,340,351,-,11.7154,4.53e-05,0.63,-655.5,,
ENSG00000126522,ENSG00000126522_ASL,ENSG00000126522.18_ASL(+),EBOX,1632,1643,+,12.3659,2.97e-05,0.63,636.5,mid,Neutral
ENSG00000126522,ENSG00000126522_ASL,ENSG00000126522.18_ASL(+),EBOX,1632,1643,-,10.7642,8.19e-05,0.63,636.5,mid,Neutral
ENSG00000126522,ENSG00000126522_ASL,ENSG00000126522.18_ASL(+),TETO,1671,1689,-,9.855,5.36e-05,1,679,mid,Neutral
ENSG00000126545,ENSG00000126545_CSN1S1,ENSG00000126545.15_CSN1S1(+),TETO,523,541,-,11.225,2.69e-05,1,-469,,
ENSG00000126561,ENSG00000126561_STAT5A,ENSG00000126561.19_STAT5A(+),EBOX,1166,1177,+,16.2439,4.99e-07,0.323,170.5,mid,Neutral
ENSG00000126561,ENSG00000126561_STAT5A,ENSG00000126561.19_STAT5A(+),EBOX,1166,1177,-,12.122,3.47e-05,0.63,170.5,mid,Neutral
ENSG00000126562,ENSG00000126562_WNK4,ENSG00000126562.18_WNK4(+),EBOX,1409,1420,-,16.0081,7.94e-07,0.34,413.5,mid,Neutral
ENSG00000126562,ENSG00000126562_WNK4,ENSG00000126562.18_WNK4(+),EBOX,1409,1420,+,12.1301,3.45e-05,0.63,413.5,mid,Neutral
ENSG00000126562,ENSG00000126562_WNK4,ENSG00000126562.18_WNK4(+),TETO,544,562,-,11.915,1.74e-05,1,-448,mid,Neutral
ENSG00000126581,ENSG00000126581_BECN1,ENSG00000126581.14_BECN1(-),EBOX,988,999,-,12.9106,2.08e-05,0.63,-7.5,mid,Neutral
ENSG00000126581,ENSG00000126581_BECN1,ENSG00000126581.14_BECN1(-),EBOX,988,999,+,12.4634,2.79e-05,0.63,-7.5,mid,Neutral
ENSG00000126602,ENSG00000126602_TRAP1,ENSG00000126602.12_TRAP1(-),EBOX,1485,1496,+,12.5041,2.71e-05,0.63,489.5,head,Neutral
ENSG00000126602,ENSG00000126602_TRAP1,ENSG00000126602.12_TRAP1(-),EBOX,926,937,+,12.4309,2.84e-05,0.63,-69.5,head,Neutral
ENSG00000126602,ENSG00000126602_TRAP1,ENSG00000126602.12_TRAP1(-),EBOX,1485,1496,-,12.1626,3.39e-05,0.63,489.5,head,Neutral
ENSG00000126602,ENSG00000126602_TRAP1,ENSG00000126602.12_TRAP1(-),EBOX,48,59,-,12.1138,3.49e-05,0.63,-947.5,head,Neutral
ENSG00000126602,ENSG00000126602_TRAP1,ENSG00000126602.12_TRAP1(-),EBOX,48,59,+,11.8211,4.24e-05,0.63,-947.5,head,Neutral
ENSG00000126602,ENSG00000126602_TRAP1,ENSG00000126602.12_TRAP1(-),EBOX,1742,1753,-,10.748,8.29e-05,0.63,746.5,head,Neutral
ENSG00000126603,ENSG00000126603_GLIS2,ENSG00000126603.10_GLIS2(+),EBOX,926,937,+,14.8943,4.45e-06,0.465,-69.5,mid,Down
ENSG00000126698,ENSG00000126698_DNAJC8,ENSG00000126698.12_DNAJC8(-),EBOX,1009,1020,-,12.8862,2.12e-05,0.63,13.5,mid,Neutral
ENSG00000126698,ENSG00000126698_DNAJC8,ENSG00000126698.12_DNAJC8(-),EBOX,1009,1020,+,11.2764,6.03e-05,0.63,13.5,mid,Neutral
ENSG00000126709,ENSG00000126709_IFI6,ENSG00000126709.16_IFI6(-),TETO,632,650,+,10.945,3.18e-05,1,-360,mid,Neutral
ENSG00000126733,ENSG00000126733_DACH2,ENSG00000126733.22_DACH2(+),TETO,172,190,-,9.455,6.51e-05,1,-820,,
ENSG00000126756,ENSG00000126756_UXT,ENSG00000126756.13_UXT(-),EBOX,1395,1406,+,12.8374,2.2e-05,0.63,399.5,mid,Neutral
ENSG00000126756,ENSG00000126756_UXT,ENSG00000126756.13_UXT(-),EBOX,1395,1406,-,12.2114,3.29e-05,0.63,399.5,mid,Neutral
ENSG00000126767,ENSG00000126767_ELK1,ENSG00000126767.20_ELK1(-),EBOX,1006,1017,+,13.252,1.67e-05,0.599,10.5,mid,Neutral
ENSG00000126767,ENSG00000126767_ELK1,ENSG00000126767.20_ELK1(-),EBOX,1006,1017,-,11.065,6.88e-05,0.63,10.5,mid,Neutral
