ensg	lfcA	lfcB	band	EBOX	TETO	motif_class	dd
ENSG00000134909	-0.0506905130672841	-0.155842534375649	head	TRUE	FALSE	EBOX	0.105152021308365
ENSG00000134910	0.27411228530873	-0.0163402395107273	head	TRUE	TRUE	Both	0.290452524819457
ENSG00000134954	0.715001734421611	-0.0918897911304946	mid	FALSE	TRUE	TETO	0.806891525552106
ENSG00000134955	0.473537301001578	-0.154701575571162	mid	TRUE	FALSE	EBOX	0.62823887657274
ENSG00000134970	0.194714239210084	-0.0598996683610125	head	FALSE	FALSE	None	0.254613907571097
ENSG00000134982	0.174265747775561	-0.0185985369002335	mid	FALSE	FALSE	None	0.192864284675795
ENSG00000134986	-0.423383761004976	-0.244366165974288	mid	TRUE	FALSE	EBOX	-0.179017595030688
ENSG00000134987	0.577845932616324	0.0933746796619133	mid	TRUE	FALSE	EBOX	0.484471252954411
ENSG00000134996	-0.019040974880939	-0.0675196153865976	mid	FALSE	FALSE	None	0.0484786405056586
ENSG00000135002	0.18920666410869	-0.122289899026754	mid	TRUE	FALSE	EBOX	0.311496563135444
ENSG00000135018	0.223256022324387	-0.0679738350022987	head	FALSE	FALSE	None	0.291229857326686
ENSG00000135040	0.237081940383622	-0.028956590050619	mid	FALSE	FALSE	None	0.266038530434241
ENSG00000135045	0.419450333426381	0.186625630522819	mid	TRUE	FALSE	EBOX	0.232824702903562
ENSG00000135046	0.901464177092071	-0.142119022061868	head	FALSE	FALSE	None	1.04358319915394
ENSG00000135047	0.286941933118735	0.0771575251184853	mid	FALSE	TRUE	TETO	0.20978440800025
ENSG00000135048	0.0530695731782851	-0.270422337701788	mid	FALSE	TRUE	TETO	0.323491910880073
ENSG00000135049	-0.0100168153987941	0.182636316536508	mid	TRUE	FALSE	EBOX	-0.192653131935302
ENSG00000135052	0.154923137706257	0.118785503730402	head	FALSE	FALSE	None	0.036137633975855
ENSG00000135063	-0.0990669228266672	0.0416351479592381	mid	TRUE	FALSE	EBOX	-0.140702070785905
ENSG00000135069	0.545306492994399	0.195243413597453	mid	TRUE	TRUE	Both	0.350063079396946
ENSG00000135070	0.350849648076292	0.21247201583515	mid	TRUE	FALSE	EBOX	0.138377632241142
ENSG00000135074	0.269051001116531	0.0176411886937995	mid	FALSE	FALSE	None	0.251409812422732
ENSG00000135077	-0.050037617304182	-0.917371651201928	tail	FALSE	FALSE	None	0.867334033897746
ENSG00000135083	0.107135044962683	-0.196583166525044	mid	FALSE	FALSE	None	0.303718211487727
ENSG00000135090	0.100993872687496	-0.195361831040593	mid	FALSE	FALSE	None	0.296355703728089
ENSG00000135093	-0.293637928302879	-0.180880998695196	mid	FALSE	FALSE	None	-0.112756929607683
ENSG00000135108	0.0806705883730476	0.0734642853442438	mid	FALSE	FALSE	None	0.00720630302880379
ENSG00000135111	0.0748693559778015	0.177961472311446	mid	TRUE	FALSE	EBOX	-0.103092116333644
ENSG00000135114	1.34113088352429	0.203317504468187	mid	FALSE	FALSE	None	1.1378133790561
ENSG00000135116	0.136669007232044	-0.0226954992103323	mid	TRUE	FALSE	EBOX	0.159364506442376
ENSG00000135119	-0.324951062596486	-0.0505796150667708	mid	TRUE	FALSE	EBOX	-0.274371447529715
ENSG00000135124	-0.349446709922842	0.239185070915851	mid	FALSE	TRUE	TETO	-0.588631780838693
ENSG00000135127	-0.899287766077784	-0.0787688001231874	mid	FALSE	FALSE	None	-0.820518965954597
ENSG00000135148	-0.119719107714301	0.0156500777520172	mid	TRUE	TRUE	Both	-0.135369185466318
ENSG00000135164	-0.052049889883163	-0.272040157254644	mid	FALSE	FALSE	None	0.219990267371481
ENSG00000135185	0.295789471218979	0.197082731889481	mid	TRUE	FALSE	EBOX	0.098706739329498
ENSG00000135205	-0.3152957770572	-0.139359370592804	mid	TRUE	FALSE	EBOX	-0.175936406464396
ENSG00000135211	-0.140288989438507	-0.0879266875413025	mid	FALSE	FALSE	None	-0.0523623018972045
ENSG00000135218	-0.910340362706937	-0.058852843712689	mid	TRUE	TRUE	Both	-0.851487518994248
ENSG00000135241	0.00168808807212351	-0.336772056344772	mid	TRUE	TRUE	Both	0.338460144416896
ENSG00000135245	0.326373632008068	0.120759630742265	mid	TRUE	FALSE	EBOX	0.205614001265803
ENSG00000135249	0.165901157301963	0.0005770812628203	mid	FALSE	FALSE	None	0.165324076039143
ENSG00000135250	0.0925907477841079	-0.0326282442718036	mid	FALSE	TRUE	TETO	0.125218992055912
ENSG00000135253	-0.949634161160438	-0.358163847775026	mid	TRUE	TRUE	Both	-0.591470313385412
ENSG00000135269	0.053825565464761	-0.180368357122047	mid	FALSE	FALSE	None	0.234193922586808
ENSG00000135272	0.192286834186552	-0.231668187224766	mid	FALSE	FALSE	None	0.423955021411318
ENSG00000135297	0.19695852883633	0.0559695771726485	mid	TRUE	FALSE	EBOX	0.140988951663682
ENSG00000135299	0.0945058901043394	0.309909348290024	mid	TRUE	FALSE	EBOX	-0.215403458185685
ENSG00000135314	0.367869918976298	-0.0532779259194331	mid	FALSE	FALSE	None	0.421147844895731
ENSG00000135315	0.282841168003332	-0.160563476419958	mid	TRUE	FALSE	EBOX	0.44340464442329
ENSG00000135316	0.475096036016366	0.0475049898462352	head	TRUE	TRUE	Both	0.427591046170131
ENSG00000135317	-0.176302013191371	-0.169330128294082	mid	FALSE	FALSE	None	-0.00697188489728901
ENSG00000135318	1.1828953531336	-0.0537227912087612	mid	FALSE	FALSE	None	1.23661814434236
ENSG00000135324	-0.0983702733215259	0.527693743318339	mid	FALSE	FALSE	None	-0.626064016639865
ENSG00000135334	-0.0428835218223647	-0.0310318857189653	mid	FALSE	FALSE	None	-0.0118516361033994
ENSG00000135336	0.221851540530624	-0.100236325991919	mid	FALSE	TRUE	TETO	0.322087866522543
ENSG00000135338	-0.869838457903345	-0.142575517894085	mid	FALSE	TRUE	TETO	-0.72726294000926
ENSG00000135341	0.0601400486487655	-0.0564105185073789	mid	FALSE	TRUE	TETO	0.116550567156144
ENSG00000135362	-0.324144313325057	-0.286930390000293	mid	FALSE	FALSE	None	-0.037213923324764
ENSG00000135363	-1.0315426352142	-0.261591621666603	mid	TRUE	TRUE	Both	-0.769951013547597
ENSG00000135365	-0.569014932726709	0.0198113194559149	mid	FALSE	FALSE	None	-0.588826252182624
ENSG00000135372	0.243972369986716	0.162186212609734	mid	TRUE	FALSE	EBOX	0.081786157376982
ENSG00000135373	-0.913534842544662	-0.0526787595351319	head	TRUE	TRUE	Both	-0.86085608300953
ENSG00000135378	-0.0572717391227968	-0.0862841998162391	mid	FALSE	FALSE	None	0.0290124606934423
ENSG00000135387	0.302660710354202	0.0164223329719562	head	FALSE	FALSE	None	0.286238377382246
ENSG00000135390	-0.112842522969581	0.0724190592869753	head	FALSE	TRUE	TETO	-0.185261582256556
ENSG00000135392	-0.0692570824747048	0.0351226073241158	mid	FALSE	FALSE	None	-0.104379689798821
ENSG00000135404	-0.153526318238335	-0.202615074294704	head	TRUE	FALSE	EBOX	0.049088756056369
ENSG00000135407	-0.243093168556803	0.132258841754089	mid	FALSE	FALSE	None	-0.375352010310892
ENSG00000135414	0.395295251117169	0.203598411374365	mid	FALSE	TRUE	TETO	0.191696839742804
ENSG00000135423	0.724419942388467	0.849642433714731	mid	FALSE	FALSE	None	-0.125222491326264
ENSG00000135424	-0.0263709845440712	-0.027246431953238	mid	FALSE	FALSE	None	0.000875447409166799
ENSG00000135436	0.0129111106639397	1.38559355869701	mid	FALSE	FALSE	None	-1.37268244803307
ENSG00000135437	-0.185166592199653	0.0453095463450897	mid	TRUE	FALSE	EBOX	-0.230476138544743
ENSG00000135439	-0.190511156402975	0.0224222574083566	mid	FALSE	FALSE	None	-0.212933413811332
ENSG00000135441	-0.013808598389069	-0.0196564779459631	mid	FALSE	FALSE	None	0.0058478795568941
ENSG00000135443	-0.783268177060875	1.27739490280869	tail	FALSE	FALSE	None	-2.06066307986957
ENSG00000135446	0.255190054059616	0.224093336115301	mid	TRUE	FALSE	EBOX	0.031096717944315
ENSG00000135451	-0.0153627415683353	-0.133747351350275	mid	TRUE	FALSE	EBOX	0.11838460978194
ENSG00000135452	-0.355288761781978	-0.146079269643835	mid	FALSE	FALSE	None	-0.209209492138143
ENSG00000135454	-0.103757572925484	-0.490085938485172	mid	FALSE	FALSE	None	0.386328365559688
ENSG00000135457	0.00767005832470602	0.00923837685157025	mid	FALSE	FALSE	None	-0.00156831852686423
ENSG00000135469	0.68467987501543	0.311278998174579	mid	FALSE	TRUE	TETO	0.373400876840851
ENSG00000135473	-0.0749530820221818	0.211316693957304	mid	FALSE	TRUE	TETO	-0.286269775979486
ENSG00000135476	0.284725908387987	0.0499189023231583	mid	FALSE	FALSE	None	0.234807006064829
ENSG00000135480	0.0814611613173319	-0.0251826689137857	head	TRUE	FALSE	EBOX	0.106643830231118
ENSG00000135482	-0.0607532600578216	0.180316572744872	mid	FALSE	TRUE	TETO	-0.241069832802694
ENSG00000135486	0.0748344428062975	0.131272202238526	head	TRUE	FALSE	EBOX	-0.0564377594322285
ENSG00000135502	0.113502188460705	0.014268996259599	tail	TRUE	FALSE	EBOX	0.099233192201106
ENSG00000135503	-0.149382469291449	0.0418669912047509	mid	TRUE	FALSE	EBOX	-0.1912494604962
ENSG00000135506	-0.187377770754098	-0.00728748399200363	head	FALSE	FALSE	None	-0.180090286762094
ENSG00000135517	-0.615708035067317	0.322430696771742	tail	TRUE	FALSE	EBOX	-0.938138731839059
ENSG00000135521	0.583214703669187	0.00242747335394178	mid	TRUE	FALSE	EBOX	0.580787230315245
ENSG00000135525	0.355716118168596	0.118132760716549	mid	TRUE	FALSE	EBOX	0.237583357452047
ENSG00000135535	-0.0515444406636352	-0.0224957938182246	head	TRUE	FALSE	EBOX	-0.0290486468454106
ENSG00000135537	-0.312074916827744	-0.078327302668848	mid	FALSE	FALSE	None	-0.233747614158896
ENSG00000135540	0.149662422814709	-0.0340871769091269	mid	TRUE	FALSE	EBOX	0.183749599723836
ENSG00000135541	0.463401230102422	0.228748490721689	mid	FALSE	FALSE	None	0.234652739380733
ENSG00000135549	-0.0481557326171256	-0.0799085551115564	mid	FALSE	TRUE	TETO	0.0317528224944308
ENSG00000135587	-0.126119728418912	-0.0826951474848254	mid	TRUE	FALSE	EBOX	-0.0434245809340866
ENSG00000135596	-0.355434786899444	-0.135752495269416	mid	TRUE	FALSE	EBOX	-0.219682291630028
ENSG00000135597	0.0173379219971075	-0.10034359571579	mid	TRUE	FALSE	EBOX	0.117681517712898
ENSG00000135604	0.589351225508789	-0.654299778994393	mid	FALSE	FALSE	None	1.24365100450318
ENSG00000135605	0.495695673630588	-0.112747951627203	mid	TRUE	FALSE	EBOX	0.608443625257791
ENSG00000135617	0.362955892722278	0.616463676477893	mid	TRUE	FALSE	EBOX	-0.253507783755615
ENSG00000135622	-0.181865033708743	-0.123118207590637	mid	TRUE	TRUE	Both	-0.058746826118106
ENSG00000135624	0.297770942285208	0.120554474512264	head	TRUE	FALSE	EBOX	0.177216467772944
ENSG00000135631	-0.0776367378377856	-0.150713448029828	mid	FALSE	FALSE	None	0.0730767101920424
ENSG00000135632	0.230592137406227	0.0545509993857127	mid	FALSE	FALSE	None	0.176041138020514
ENSG00000135636	-0.26278301703058	-0.1926394978706	mid	TRUE	FALSE	EBOX	-0.07014351915998
ENSG00000135637	0.115230533517838	0.0557651637441321	mid	TRUE	TRUE	Both	0.0594653697737059
ENSG00000135643	-0.0706681996148868	0.28878883166028	mid	TRUE	FALSE	EBOX	-0.359457031275167
ENSG00000135655	-0.0215785655331011	-0.13397031243796	mid	TRUE	FALSE	EBOX	0.112391746904859
ENSG00000135677	-0.30454938154133	-0.0850109693692573	head	TRUE	FALSE	EBOX	-0.219538412172073
ENSG00000135678	-0.237934987568099	-0.353060848217325	mid	FALSE	FALSE	None	0.115125860649226
ENSG00000135679	-0.0516655466501366	-0.107110793531733	head	TRUE	FALSE	EBOX	0.0554452468815964
ENSG00000135686	-0.160653730307002	-0.0600668539691771	mid	TRUE	FALSE	EBOX	-0.100586876337825
ENSG00000135697	-1.18146839497243	0.192243184625575	mid	FALSE	FALSE	None	-1.37371157959801
ENSG00000135698	0.615759664941789	0.0726397460135377	mid	TRUE	FALSE	EBOX	0.543119918928251
ENSG00000135702	0.274190386158639	-0.470540336878205	mid	TRUE	FALSE	EBOX	0.744730723036844
ENSG00000135709	-0.591376127270635	-0.0150929997676457	mid	TRUE	FALSE	EBOX	-0.576283127502989
ENSG00000135720	0.133387655277632	-0.0610720803734299	mid	TRUE	FALSE	EBOX	0.194459735651062
ENSG00000135722	-0.655902033608998	-0.140478317810099	mid	TRUE	FALSE	EBOX	-0.515423715798899
ENSG00000135723	-0.183905518760838	-0.0636874695059699	mid	TRUE	FALSE	EBOX	-0.120218049254868
ENSG00000135736	-0.288509328022051	-0.000548285302306439	mid	TRUE	TRUE	Both	-0.287961042719745
ENSG00000135740	0.374528156829539	0.427585645057344	mid	FALSE	FALSE	None	-0.053057488227805
ENSG00000135744	0.540830099538947	-0.818795604478543	tail	FALSE	FALSE	None	1.35962570401749
ENSG00000135749	0.366368456570832	0.211807533345871	mid	FALSE	TRUE	TETO	0.154560923224961
ENSG00000135750	-0.0732782676179671	-0.0510403264112718	mid	TRUE	TRUE	Both	-0.0222379412066953
ENSG00000135763	0.662149509518402	0.146339552545467	mid	TRUE	FALSE	EBOX	0.515809956972935
ENSG00000135766	0.116254562077662	0.0581298601954483	mid	FALSE	FALSE	None	0.0581247018822137
ENSG00000135775	0.161999379105632	0.0195233363131724	mid	FALSE	FALSE	None	0.14247604279246
ENSG00000135776	0.270228649797007	0.0786967346818361	mid	FALSE	FALSE	None	0.191531915115171
ENSG00000135778	-0.19318316802787	0.0459524925985768	mid	TRUE	FALSE	EBOX	-0.239135660626447
ENSG00000135801	0.308578740977637	-0.0330660890416272	mid	TRUE	FALSE	EBOX	0.341644830019264
ENSG00000135821	-0.488679990818445	-0.0748501542842135	head	TRUE	FALSE	EBOX	-0.413829836534232
ENSG00000135823	0.147655460170238	0.140823333220233	mid	FALSE	FALSE	None	0.00683212695000501
ENSG00000135828	-0.529395939174872	-0.294648921797361	mid	FALSE	FALSE	None	-0.234747017377511
ENSG00000135829	0.267227525116871	0.0698325832282105	head	FALSE	FALSE	None	0.19739494188866
ENSG00000135835	0.382808971115979	0.898959670552946	mid	FALSE	TRUE	TETO	-0.516150699436967
ENSG00000135837	0.0634397893643381	-0.162362446557903	head	FALSE	TRUE	TETO	0.225802235922241
ENSG00000135838	0.209648251285676	0.296586590121228	mid	TRUE	FALSE	EBOX	-0.086938338835552
ENSG00000135845	0.053301351914719	-0.121857222172013	mid	FALSE	FALSE	None	0.175158574086732
ENSG00000135862	0.078498619807295	0.00126296494403277	head	FALSE	FALSE	None	0.0772356548632622
ENSG00000135870	0.000387375739833828	-0.0578816156347255	mid	FALSE	TRUE	TETO	0.0582689913745593
ENSG00000135899	-0.23586114075711	-0.0497666308817237	mid	FALSE	FALSE	None	-0.186094509875386
ENSG00000135900	0.111946182065633	0.0541189217122557	mid	FALSE	FALSE	None	0.0578272603533773
ENSG00000135905	0.459620871236003	-0.0893257577399429	mid	FALSE	FALSE	None	0.548946628975946
ENSG00000135912	0.329218535555901	0.117559189745768	mid	FALSE	FALSE	None	0.211659345810133
ENSG00000135913	0.855358636569774	-0.0339762736043951	mid	FALSE	FALSE	None	0.889334910174169
ENSG00000135916	-0.222868808067116	-0.278631741034695	mid	FALSE	FALSE	None	0.055762932967579
ENSG00000135919	1.67925730861882	-0.0311253849545832	mid	TRUE	TRUE	Both	1.7103826935734
ENSG00000135924	-0.222817345225858	-0.108648952045531	mid	FALSE	TRUE	TETO	-0.114168393180327
ENSG00000135925	-0.0263994046992488	0.265039604199285	mid	TRUE	FALSE	EBOX	-0.291439008898534
ENSG00000135926	0.267458071161984	-0.135058497391697	head	FALSE	TRUE	TETO	0.402516568553681
ENSG00000135929	-0.601959740175386	-0.0301305448768314	mid	FALSE	TRUE	TETO	-0.571829195298555
ENSG00000135930	0.297873808255899	0.0553036002782612	mid	FALSE	FALSE	None	0.242570207977638
ENSG00000135931	0.0761602642644075	0.227386335365608	mid	TRUE	FALSE	EBOX	-0.151226071101201
ENSG00000135932	0.318080727081455	-0.110081347982259	head	TRUE	FALSE	EBOX	0.428162075063714
ENSG00000135940	-0.0407992123528036	0.069596059995428	head	FALSE	FALSE	None	-0.110395272348232
ENSG00000135945	0.433999939476886	0.131381472633473	mid	TRUE	TRUE	Both	0.302618466843413
ENSG00000135951	0.0639103220298027	-0.106504715531174	mid	FALSE	TRUE	TETO	0.170415037560977
ENSG00000135953	0.287303283615515	0.107363474437086	mid	FALSE	FALSE	None	0.179939809178429
ENSG00000135956	-0.163209770164162	-0.0644204737767176	mid	TRUE	FALSE	EBOX	-0.0987892963874444
ENSG00000135966	0.433288094092685	0.120326689726861	mid	TRUE	TRUE	Both	0.312961404365824
ENSG00000135968	-0.0892951441551197	-0.151142269950356	mid	TRUE	FALSE	EBOX	0.0618471257952363
ENSG00000135972	-0.0327472514284342	0.0126403568830362	mid	TRUE	FALSE	EBOX	-0.0453876083114704
ENSG00000135974	0.0988959582062439	0.0212072317652403	mid	FALSE	TRUE	TETO	0.0776887264410036
ENSG00000135976	0.45740666310102	0.0773534535495273	mid	TRUE	TRUE	Both	0.380053209551493
ENSG00000135999	-0.0246266379655005	-0.0295026035931798	mid	FALSE	TRUE	TETO	0.0048759656276793
ENSG00000136002	0.415620123536295	0.0258811283808225	mid	TRUE	FALSE	EBOX	0.389738995155473
ENSG00000136003	-0.11130750256776	0.0452347479503175	mid	FALSE	TRUE	TETO	-0.156542250518077
ENSG00000136010	0.160952054329433	0.0253748601704586	mid	TRUE	FALSE	EBOX	0.135577194158974
ENSG00000136021	-0.125157108996271	-0.17889982017479	head	FALSE	TRUE	TETO	0.053742711178519
ENSG00000136026	0.191184154188878	0.0171227576736968	mid	TRUE	FALSE	EBOX	0.174061396515181
ENSG00000136040	-0.883211068656895	-0.533649985037324	mid	FALSE	FALSE	None	-0.349561083619571
ENSG00000136044	-0.113657413481356	-0.096481756223513	mid	FALSE	FALSE	None	-0.017175657257843
ENSG00000136045	0.344618065085086	0.171179596297378	mid	TRUE	FALSE	EBOX	0.173438468787708
ENSG00000136048	-0.086229756836957	-0.0136612072904594	mid	FALSE	FALSE	None	-0.0725685495464976
ENSG00000136051	-0.08739044969251	-0.121629160651446	mid	TRUE	FALSE	EBOX	0.034238710958936
ENSG00000136052	-0.0415079523580673	-0.105295378390041	mid	TRUE	FALSE	EBOX	0.0637874260319737
ENSG00000136059	-0.54245441564342	-0.267199192623	mid	FALSE	FALSE	None	-0.27525522302042
ENSG00000136068	0.433982130302493	-0.154089596219716	head	FALSE	TRUE	TETO	0.588071726522209
ENSG00000136098	-0.123680966788773	-0.00866932688148481	mid	TRUE	FALSE	EBOX	-0.115011639907288
ENSG00000136100	0.129852041946544	-0.00357018487605743	mid	TRUE	FALSE	EBOX	0.133422226822601
ENSG00000136104	0.278640869750035	0.0288646487185638	mid	TRUE	TRUE	Both	0.249776221031471
ENSG00000136108	0.3532100805515	-0.057514246500018	mid	FALSE	FALSE	None	0.410724327051518
ENSG00000136111	0.734669760985328	0.408015703476776	mid	FALSE	TRUE	TETO	0.326654057508552
ENSG00000136114	0.337578633132916	0.0662746246852275	mid	FALSE	TRUE	TETO	0.271304008447689
ENSG00000136122	0.525708444586222	0.0641206033176971	mid	TRUE	FALSE	EBOX	0.461587841268525
ENSG00000136141	0.312037638552873	0.0225972186527681	mid	TRUE	FALSE	EBOX	0.289440419900105
ENSG00000136143	0.0875639080668318	-0.0738056819735391	mid	FALSE	FALSE	None	0.161369590040371
ENSG00000136144	-0.0772183972941622	-0.089549646987102	mid	FALSE	TRUE	TETO	0.0123312496929398
ENSG00000136146	0.26204297857951	0.00977414782400743	mid	FALSE	FALSE	None	0.252268830755503
ENSG00000136147	-0.0625356055452233	-0.0708897271221662	mid	FALSE	TRUE	TETO	0.00835412157694289
ENSG00000136152	-0.145383006863307	-0.0753758226553902	mid	FALSE	FALSE	None	-0.0700071842079168
ENSG00000136153	0.56203208890863	-0.238448588304564	head	FALSE	FALSE	None	0.800480677213194
ENSG00000136155	0.385199751042778	-0.434051998670325	mid	FALSE	TRUE	TETO	0.819251749713103
ENSG00000136156	-0.214507167040717	-0.136237301673949	head	FALSE	FALSE	None	-0.078269865366768
ENSG00000136158	0.196317523049448	-0.324578527344006	mid	TRUE	FALSE	EBOX	0.520896050393454
ENSG00000136159	0.0205548995845852	-0.0406958486138826	mid	FALSE	FALSE	None	0.0612507481984678
ENSG00000136161	-0.532353170360444	-0.0639565867651468	mid	FALSE	FALSE	None	-0.468396583595297
ENSG00000136167	0.025985265401232	-0.0163635480460993	mid	FALSE	FALSE	None	0.0423488134473313
ENSG00000136169	0.019304947194021	0.00697842857755049	mid	FALSE	FALSE	None	0.0123265186164705
ENSG00000136193	-0.0411692793815153	-0.236735785795826	head	FALSE	FALSE	None	0.195566506414311
ENSG00000136197	0.0997619687606903	0.0436201339741249	mid	TRUE	FALSE	EBOX	0.0561418347865654
ENSG00000136205	-0.528328578623414	-0.140910015217496	head	TRUE	FALSE	EBOX	-0.387418563405918
ENSG00000136213	-0.436907477459624	-0.0330369698181645	mid	FALSE	FALSE	None	-0.40387050764146
ENSG00000136231	0.0375059398147659	-0.217597467460797	mid	TRUE	FALSE	EBOX	0.255103407275563
ENSG00000136235	-0.398798509003739	-0.127344886855515	mid	TRUE	FALSE	EBOX	-0.271453622148224
ENSG00000136237	1.03921195836485	0.250720729687838	mid	TRUE	FALSE	EBOX	0.788491228677012
ENSG00000136238	-0.117937961847449	-0.140919535119846	head	FALSE	FALSE	None	0.022981573272397
ENSG00000136240	0.240015756155771	0.0445009030641508	head	FALSE	FALSE	None	0.19551485309162
ENSG00000136243	0.467319417413981	0.0146336918793164	mid	FALSE	FALSE	None	0.452685725534665
ENSG00000136244	0.0420955754472336	-0.582881060750171	tail	FALSE	FALSE	None	0.624976636197405
ENSG00000136247	-0.0655132712498148	0.272403940584631	mid	FALSE	FALSE	None	-0.337917211834446
ENSG00000136261	0.359046809660603	0.330402113446594	mid	FALSE	FALSE	None	0.028644696214009
ENSG00000136270	0.102912677133478	0.162692097827273	mid	FALSE	FALSE	None	-0.059779420693795
ENSG00000136271	0.260138042145366	0.0289471700805493	mid	FALSE	FALSE	None	0.231190872064817
ENSG00000136273	0.136035822422205	0.0175410334831572	mid	TRUE	FALSE	EBOX	0.118494788939048
ENSG00000136274	-1.19893753573327	-0.255119411373852	mid	FALSE	TRUE	TETO	-0.943818124359418
ENSG00000136279	-0.147301387599363	-0.0975355360372472	mid	TRUE	FALSE	EBOX	-0.0497658515621158
ENSG00000136280	0.100454975041787	-0.0525033352864366	mid	TRUE	FALSE	EBOX	0.152958310328224
ENSG00000136286	-0.476644036912352	-0.274899483268598	mid	FALSE	FALSE	None	-0.201744553643754
ENSG00000136295	-0.549415586543642	-0.175531160761459	mid	TRUE	FALSE	EBOX	-0.373884425782183
ENSG00000136305	1.6670094354804	1.89083917842583	mid	TRUE	FALSE	EBOX	-0.22382974294543
ENSG00000136319	0.137586616224777	0.2816318658559	mid	FALSE	FALSE	None	-0.144045249631123
ENSG00000136367	-0.868149143670447	0.0684027893171715	mid	FALSE	FALSE	None	-0.936551932987619
ENSG00000136371	-0.11490877794709	-0.133013879140547	mid	TRUE	FALSE	EBOX	0.018105101193457
ENSG00000136378	-0.295010279358671	0.0112506612365468	mid	FALSE	FALSE	None	-0.306260940595218
ENSG00000136379	0.191823838295793	0.0447773072060933	mid	FALSE	TRUE	TETO	0.1470465310897
ENSG00000136381	0.00924987699543678	-0.0854411382572557	head	TRUE	FALSE	EBOX	0.0946910152526925
ENSG00000136383	-0.333063874650513	-0.277189530650467	mid	TRUE	FALSE	EBOX	-0.055874344000046
ENSG00000136425	-0.463690046973688	-0.537955134314816	mid	TRUE	FALSE	EBOX	0.074265087341128
ENSG00000136436	-0.0780713965439883	0.0327966356965668	mid	FALSE	FALSE	None	-0.110868032240555
ENSG00000136444	0.068532154556074	0.273588871300008	mid	TRUE	FALSE	EBOX	-0.205056716743934
ENSG00000136448	0.119056223396932	-0.0706882006927589	mid	FALSE	TRUE	TETO	0.189744424089691
ENSG00000136449	0.847775775179028	-0.895728273921489	tail	TRUE	FALSE	EBOX	1.74350404910052
ENSG00000136450	0.225719940046423	-0.00569044517384576	head	TRUE	FALSE	EBOX	0.231410385220269
ENSG00000136451	-0.0212690809537648	-0.205427588592674	mid	TRUE	FALSE	EBOX	0.184158507638909
ENSG00000136463	0.0157072822337518	0.101865343991159	mid	FALSE	FALSE	None	-0.0861580617574072
ENSG00000136478	0.636990958741217	0.405119458699739	mid	FALSE	FALSE	None	0.231871500041478
ENSG00000136485	-0.0973295059016959	0.00392468102227639	head	FALSE	FALSE	None	-0.101254186923972
ENSG00000136490	-0.54992489050469	-0.72577103924371	mid	TRUE	FALSE	EBOX	0.17584614873902
ENSG00000136492	0.8364438372148	-0.111423869727532	mid	FALSE	TRUE	TETO	0.947867706942332
ENSG00000136504	-0.240698757580088	-0.117925121730117	mid	TRUE	FALSE	EBOX	-0.122773635849971
ENSG00000136514	-0.464408122591385	0.129938045697169	tail	TRUE	TRUE	Both	-0.594346168288554
ENSG00000136518	0.317149318652895	0.0665552880771489	mid	TRUE	FALSE	EBOX	0.250594030575746
ENSG00000136521	-0.368649500735454	-0.0621219849547519	mid	FALSE	FALSE	None	-0.306527515780702
ENSG00000136522	0.172533135444267	0.029291892143231	mid	FALSE	FALSE	None	0.143241243301036
ENSG00000136527	0.471104760634828	-0.06429082515068	head	TRUE	TRUE	Both	0.535395585785508
ENSG00000136535	-0.135233991396718	0.0174994666937913	tail	FALSE	FALSE	None	-0.152733458090509
ENSG00000136536	0.159231657908503	-0.106119208166687	mid	TRUE	FALSE	EBOX	0.26535086607519
ENSG00000136542	1.49014402738563	-0.198432977700381	mid	FALSE	FALSE	None	1.68857700508601
ENSG00000136560	-0.187342370209553	-0.120195600031389	mid	FALSE	FALSE	None	-0.067146770178164
ENSG00000136603	-0.251419259622898	-0.275682172540105	mid	FALSE	TRUE	TETO	0.024262912917207
ENSG00000136628	0.205731469217548	0.0957067313707771	head	FALSE	FALSE	None	0.110024737846771
ENSG00000136630	0.504280824874067	0.186188624793862	mid	TRUE	FALSE	EBOX	0.318092200080205
ENSG00000136631	-0.193970466140074	-0.0815399393805532	mid	TRUE	FALSE	EBOX	-0.112430526759521
ENSG00000136636	0.232765072319831	-0.1250510737064	head	FALSE	FALSE	None	0.357816146026231
ENSG00000136643	-0.0103639619015627	-0.085900636270674	mid	FALSE	FALSE	None	0.0755366743691113
ENSG00000136682	0.277843179511917	0.171745107947858	mid	TRUE	FALSE	EBOX	0.106098071564059
ENSG00000136688	-0.636231968779231	0.329136312755135	tail	FALSE	TRUE	TETO	-0.965368281534366
ENSG00000136689	0.914264811786456	-0.255441255456674	mid	FALSE	FALSE	None	1.16970606724313
ENSG00000136695	-0.324912834867156	-0.0566718536032811	mid	FALSE	TRUE	TETO	-0.268240981263875
ENSG00000136699	0.133648023099838	-0.0327021532594571	mid	FALSE	FALSE	None	0.166350176359295
ENSG00000136709	0.146978076268327	0.0860010986749558	mid	FALSE	FALSE	None	0.0609769775933712
ENSG00000136710	-0.127946147285584	0.151287463439367	mid	TRUE	FALSE	EBOX	-0.279233610724951
ENSG00000136715	0.0175307019517579	-0.120459306278583	mid	FALSE	FALSE	None	0.137990008230341
ENSG00000136717	-0.181757604593251	0.000548652785482773	mid	FALSE	FALSE	None	-0.182306257378734
ENSG00000136718	0.494749302424316	0.197622712634704	mid	TRUE	FALSE	EBOX	0.297126589789612
